timestep,month,year,kaoma_precip,min_temp,max_temp
0,1,1.0,279.1,17.8,26.3
1,2,1.0,72.1,17.2,26.8
2,3,1.0,91.8,16.8,27.1
3,4,1.0,14.2,15.7,26.0
4,5,1.0,0.0,11.1,25.6
5,6,1.0,0.0,7.7,23.9
6,7,1.0,0.0,9.4,24.9
7,8,1.0,0.0,8.9,26.7
8,9,1.0,0.8,14.4,31.0
9,10,1.0,97.8,16.8,29.6
10,11,1.0,35.1,17.4,31.2
11,12,1.0,185.5,17.0,26.0
12,1,2.0,232.1,17.8,26.3
13,2,2.0,203.7,17.5,27.6
14,3,2.0,156.7,16.8,27.1
15,4,2.0,2.6,13.7,26.0
16,5,2.0,0.0,11.1,25.6
17,6,2.0,0.0,11.0,25.5
18,7,2.0,0.0,8.2,24.7
19,8,2.0,0.0,9.0,23.0
20,9,2.0,23.2,13.3,28.9
21,10,2.0,47.6,16.2,31.2
22,11,2.0,140.1,17.4,31.2
23,12,2.0,40.9,17.3,30.2
24,1,3.0,52.6,16.4,27.7
25,2,3.0,47.1,17.1,27.9
26,3,3.0,53.8,16.8,27.1
27,4,3.0,1.1,15.7,26.0
28,5,3.0,0.0,10.9,23.6
29,6,3.0,0.0,7.1,21.9
30,7,3.0,0.0,7.6,23.3
31,8,3.0,0.0,10.1,26.1
32,9,3.0,2.3,15.3,30.5
33,10,3.0,41.1,16.2,31.2
34,11,3.0,75.9,15.8,29.6
35,12,3.0,178.8,17.2,26.0
36,1,4.0,102.7,16.9,28.6
37,2,4.0,165.4,17.1,27.9
38,3,4.0,48.3,16.6,27.5
39,4,4.0,0.4,17.0,26.0
40,5,4.0,0.0,10.2,24.6
41,6,4.0,0.0,7.1,21.5
42,7,4.0,0.0,8.5,22.4
43,8,4.0,0.0,9.0,23.0
44,9,4.0,0.0,14.4,31.0
45,10,4.0,23.6,14.5,29.0
46,11,4.0,152.0,18.2,30.0
47,12,4.0,208.1,17.3,30.2
48,1,5.0,242.5,17.8,26.3
49,2,5.0,181.1,17.5,27.6
50,3,5.0,59.7,16.9,26.7
51,4,5.0,14.2,17.0,26.0
52,5,5.0,0.0,10.4,26.0
53,6,5.0,0.0,7.1,21.5
54,7,5.0,0.0,9.4,24.9
55,8,5.0,0.0,8.9,26.7
56,9,5.0,3.8,14.4,31.0
57,10,5.0,188.8,16.9,27.9
58,11,5.0,35.1,18.4,31.3
59,12,5.0,158.0,17.0,26.0
60,1,6.0,219.4,16.9,28.6
61,2,6.0,41.0,17.1,27.9
62,3,6.0,59.7,16.9,26.7
63,4,6.0,12.4,13.5,26.0
64,5,6.0,0.0,10.9,23.6
65,6,6.0,0.0,7.1,21.9
66,7,6.0,0.0,9.6,22.7
67,8,6.0,32.5,11.5,27.2
68,9,6.0,11.7,15.3,30.1
69,10,6.0,97.1,16.9,27.9
70,11,6.0,163.0,18.1,31.2
71,12,6.0,286.3,17.2,26.0
72,1,7.0,219.4,16.9,28.6
73,2,7.0,209.1,14.9,27.0
74,3,7.0,14.5,16.8,27.1
75,4,7.0,10.1,13.5,26.0
76,5,7.0,0.0,12.8,28.4
77,6,7.0,0.0,7.7,23.9
78,7,7.0,0.0,9.6,22.7
79,8,7.0,0.0,8.9,26.7
80,9,7.0,2.3,14.3,29.8
81,10,7.0,147.4,16.9,27.9
82,11,7.0,152.0,18.2,30.0
83,12,7.0,178.8,17.2,26.0
84,1,8.0,237.9,17.8,26.3
85,2,8.0,272.9,17.9,26.5
86,3,8.0,78.3,16.8,28.5
87,4,8.0,4.6,13.7,26.0
88,5,8.0,0.0,10.2,24.6
89,6,8.0,0.0,7.1,21.5
90,7,8.0,0.0,7.6,23.3
91,8,8.0,17.3,11.5,27.2
92,9,8.0,0.2,14.3,29.8
93,10,8.0,23.6,14.5,29.0
94,11,8.0,447.0,15.8,29.6
95,12,8.0,144.9,17.3,30.2
96,1,9.0,282.8,17.8,26.3
97,2,9.0,194.3,17.5,27.6
98,3,9.0,88.8,15.3,28.0
99,4,9.0,0.0,17.0,26.0
100,5,9.0,0.0,12.8,28.4
101,6,9.0,0.0,7.1,21.5
102,7,9.0,0.0,7.6,23.3
103,8,9.0,2.8,8.9,26.7
104,9,9.0,6.1,14.3,29.8
105,10,9.0,147.4,14.5,29.0
106,11,9.0,71.4,18.1,31.2
107,12,9.0,233.0,17.8,27.7
108,1,10.0,286.6,16.9,28.6
109,2,10.0,261.0,14.9,27.0
110,3,10.0,53.8,16.8,27.1
111,4,10.0,6.0,15.7,26.0
112,5,10.0,0.0,10.9,23.6
113,6,10.0,0.0,10.6,26.0
114,7,10.0,0.0,8.7,24.5
115,8,10.0,0.0,11.2,27.5
116,9,10.0,6.1,15.3,30.5
117,10,10.0,55.2,17.6,33.2
118,11,10.0,195.9,17.4,31.2
119,12,10.0,339.7,17.0,26.0
120,1,11.0,194.5,16.4,27.7
121,2,11.0,137.7,17.5,27.6
122,3,11.0,88.8,15.3,28.0
123,4,11.0,7.7,13.5,26.0
124,5,11.0,0.0,11.1,25.6
125,6,11.0,0.0,7.7,23.9
126,7,11.0,0.0,8.7,24.5
127,8,11.0,0.0,10.1,26.1
128,9,11.0,7.6,14.4,31.0
129,10,11.0,124.6,16.2,31.2
130,11,11.0,252.6,18.1,31.2
131,12,11.0,218.3,17.2,26.0
132,1,12.0,165.3,16.4,27.7
133,2,12.0,218.5,17.1,27.9
134,3,12.0,14.5,16.6,27.5
135,4,12.0,0.0,17.0,26.0
136,5,12.0,0.0,12.8,28.4
137,6,12.0,0.0,7.7,23.9
138,7,12.0,0.0,8.7,24.5
139,8,12.0,0.0,10.1,26.1
140,9,12.0,24.3,13.3,28.9
141,10,12.0,23.6,16.9,27.9
142,11,12.0,140.1,17.4,31.2
143,12,12.0,190.2,17.2,26.0
144,1,13.0,177.8,17.0,27.0
145,2,13.0,20.4,17.2,26.8
146,3,13.0,59.7,16.9,26.7
147,4,13.0,0.0,17.0,26.0
148,5,13.0,0.0,11.3,25.2
149,6,13.0,0.0,10.6,26.0
150,7,13.0,0.0,9.6,22.7
151,8,13.0,2.0,9.9,25.5
152,9,13.0,20.8,13.3,28.9
153,10,13.0,55.2,16.9,27.9
154,11,13.0,140.0,15.8,29.6
155,12,13.0,159.2,17.0,26.0
156,1,14.0,219.1,16.9,28.6
157,2,14.0,51.5,17.9,26.5
158,3,14.0,43.7,16.6,27.5
159,4,14.0,5.3,15.7,26.0
160,5,14.0,0.0,11.1,25.6
161,6,14.0,0.0,7.1,21.5
162,7,14.0,0.0,8.2,24.7
163,8,14.0,0.0,8.9,26.7
164,9,14.0,0.0,14.4,31.0
165,10,14.0,16.4,17.6,33.2
166,11,14.0,100.9,18.4,31.3
167,12,14.0,122.1,17.8,27.7
168,1,15.0,268.1,17.0,27.0
169,2,15.0,60.5,17.2,26.8
170,3,15.0,97.6,16.9,26.7
171,4,15.0,13.7,13.5,26.0
172,5,15.0,0.0,11.1,25.6
173,6,15.0,0.0,7.1,21.5
174,7,15.0,0.0,9.6,22.7
175,8,15.0,7.3,10.1,26.1
176,9,15.0,11.7,15.3,30.1
177,10,15.0,38.2,16.8,29.6
178,11,15.0,241.6,17.4,31.2
179,12,15.0,298.2,17.2,26.0
180,1,16.0,228.8,17.8,26.3
181,2,16.0,51.5,17.9,26.5
182,3,16.0,59.7,16.9,26.7
183,4,16.0,2.6,17.0,26.0
184,5,16.0,1.4,10.2,24.6
185,6,16.0,0.0,7.1,21.5
186,7,16.0,0.0,7.6,23.3
187,8,16.0,0.0,10.1,26.1
188,9,16.0,7.6,14.4,31.0
189,10,16.0,48.6,16.2,31.2
190,11,16.0,35.1,15.8,29.6
191,12,16.0,178.8,17.2,26.0
192,1,17.0,143.3,17.0,27.0
193,2,17.0,310.8,17.2,26.8
194,3,17.0,59.7,16.9,26.7
195,4,17.0,0.0,17.0,26.0
196,5,17.0,0.0,10.9,23.6
197,6,17.0,0.0,7.7,23.9
198,7,17.0,0.0,8.7,24.5
199,8,17.0,0.0,9.9,25.5
200,9,17.0,0.0,15.3,30.5
201,10,17.0,54.9,15.9,31.1
202,11,17.0,232.5,18.1,31.2
203,12,17.0,185.5,17.2,26.0
204,1,18.0,269.5,17.0,27.0
205,2,18.0,51.5,17.5,27.6
206,3,18.0,116.6,16.8,27.1
207,4,18.0,11.2,13.7,26.0
208,5,18.0,0.0,10.9,23.6
209,6,18.0,0.0,11.0,25.5
210,7,18.0,0.0,8.7,24.5
211,8,18.0,0.0,11.2,27.5
212,9,18.0,11.7,15.3,30.1
213,10,18.0,96.1,14.5,29.0
214,11,18.0,128.9,18.1,31.2
215,12,18.0,185.5,17.3,30.2
216,1,19.0,282.8,17.0,27.0
217,2,19.0,40.7,17.5,27.6
218,3,19.0,116.6,16.6,27.5
219,4,19.0,0.0,15.7,26.0
220,5,19.0,0.0,10.2,24.6
221,6,19.0,0.0,10.6,26.0
222,7,19.0,0.0,7.6,23.3
223,8,19.0,0.0,10.1,26.1
224,9,19.0,7.6,14.4,31.0
225,10,19.0,95.6,16.8,29.6
226,11,19.0,144.8,18.4,31.3
227,12,19.0,361.4,17.8,27.7
228,1,20.0,237.9,17.8,26.3
229,2,20.0,70.8,17.1,27.9
230,3,20.0,14.5,15.3,28.0
231,4,20.0,2.6,17.0,26.0
232,5,20.0,0.0,10.9,23.6
233,6,20.0,0.0,7.1,21.9
234,7,20.0,0.0,9.4,24.9
235,8,20.0,32.5,11.5,27.2
236,9,20.0,54.0,15.3,30.5
237,10,20.0,147.4,16.8,29.6
238,11,20.0,112.7,18.2,30.0
239,12,20.0,178.8,17.2,26.0
240,1,21.0,282.8,17.0,27.0
241,2,21.0,51.5,14.9,27.0
242,3,21.0,179.3,16.8,28.5
243,4,21.0,0.0,15.7,26.0
244,5,21.0,0.0,10.9,23.6
245,6,21.0,0.0,7.1,21.9
246,7,21.0,0.0,8.2,24.7
247,8,21.0,0.0,9.9,25.5
248,9,21.0,0.5,14.4,31.0
249,10,21.0,31.3,15.9,31.1
250,11,21.0,252.6,15.8,29.6
251,12,21.0,158.0,17.8,27.7
252,1,22.0,165.3,16.4,27.7
253,2,22.0,20.4,17.2,26.8
254,3,22.0,14.5,16.9,26.7
255,4,22.0,14.2,15.7,26.0
256,5,22.0,0.0,12.8,28.4
257,6,22.0,0.0,11.0,25.5
258,7,22.0,3.5,7.6,23.3
259,8,22.0,0.4,8.9,26.7
260,9,22.0,0.0,13.9,29.7
261,10,22.0,97.1,16.9,27.9
262,11,22.0,124.2,18.2,30.0
263,12,22.0,122.1,17.3,30.2
264,1,23.0,164.4,16.4,27.7
265,2,23.0,194.3,17.2,26.8
266,3,23.0,30.9,16.8,28.5
267,4,23.0,5.6,15.7,26.0
268,5,23.0,1.4,12.8,28.4
269,6,23.0,0.0,10.6,26.0
270,7,23.0,0.0,9.4,24.9
271,8,23.0,0.0,9.0,23.0
272,9,23.0,0.8,14.4,31.0
273,10,23.0,15.6,17.6,33.2
274,11,23.0,231.4,17.4,31.2
275,12,23.0,339.7,17.0,26.0
276,1,24.0,279.1,16.9,28.6
277,2,24.0,70.8,17.5,27.6
278,3,24.0,116.6,16.6,27.5
279,4,24.0,19.8,13.5,26.0
280,5,24.0,0.0,10.4,26.0
281,6,24.0,0.0,7.1,21.5
282,7,24.0,0.0,8.7,24.5
283,8,24.0,2.8,9.0,23.0
284,9,24.0,2.3,14.4,31.0
285,10,24.0,15.6,17.6,33.2
286,11,24.0,124.2,18.4,31.3
287,12,24.0,185.5,17.2,26.0
288,1,25.0,228.8,16.9,28.6
289,2,25.0,218.5,17.1,27.9
290,3,25.0,179.0,16.8,28.5
291,4,25.0,10.1,13.7,26.0
292,5,25.0,0.0,10.4,26.0
293,6,25.0,0.0,10.6,26.0
294,7,25.0,0.0,8.7,24.5
295,8,25.0,0.0,9.0,23.0
296,9,25.0,7.6,14.4,31.0
297,10,25.0,97.8,14.5,29.0
298,11,25.0,112.7,18.1,31.2
299,12,25.0,40.9,17.2,26.0
300,1,26.0,269.5,17.0,27.0
301,2,26.0,137.7,17.9,26.5
302,3,26.0,53.8,16.9,26.7
303,4,26.0,12.4,17.0,26.0
304,5,26.0,0.0,11.3,25.2
305,6,26.0,0.0,7.7,23.9
306,7,26.0,0.0,9.4,24.9
307,8,26.0,0.0,11.2,27.5
308,9,26.0,0.8,15.3,30.5
309,10,26.0,16.4,17.6,33.2
310,11,26.0,293.2,15.8,29.6
311,12,26.0,222.2,17.8,27.7
312,1,27.0,177.8,16.9,28.6
313,2,27.0,219.9,17.9,26.5
314,3,27.0,14.5,15.3,28.0
315,4,27.0,14.2,17.0,26.0
316,5,27.0,0.0,10.4,26.0
317,6,27.0,0.0,10.6,26.0
318,7,27.0,0.0,8.5,22.4
319,8,27.0,2.8,8.9,26.7
320,9,27.0,0.0,14.3,29.8
321,10,27.0,111.8,15.9,31.1
322,11,27.0,140.1,17.4,31.2
323,12,27.0,356.5,17.8,27.7
324,1,28.0,283.6,17.8,26.3
325,2,28.0,72.1,17.5,27.6
326,3,28.0,78.3,15.3,28.0
327,4,28.0,19.8,15.7,26.0
328,5,28.0,0.0,10.9,23.6
329,6,28.0,0.0,7.1,21.9
330,7,28.0,0.0,7.6,23.3
331,8,28.0,0.0,9.9,25.5
332,9,28.0,2.3,14.3,29.8
333,10,28.0,48.2,16.2,31.2
334,11,28.0,232.5,17.4,31.2
335,12,28.0,228.4,17.8,27.7
336,1,29.0,268.1,17.0,27.0
337,2,29.0,227.8,17.5,27.6
338,3,29.0,26.2,15.3,28.0
339,4,29.0,14.2,15.8,27.3
340,5,29.0,0.0,11.3,25.2
341,6,29.0,0.0,11.0,25.5
342,7,29.0,0.0,8.2,24.7
343,8,29.0,0.0,9.0,23.0
344,9,29.0,21.1,13.3,28.9
345,10,29.0,147.4,16.8,29.6
346,11,29.0,163.0,18.1,31.2
347,12,29.0,106.7,17.8,27.7
348,1,30.0,149.9,17.8,26.3
349,2,30.0,123.8,14.9,27.0
350,3,30.0,14.5,16.8,27.1
351,4,30.0,21.1,15.1,26.3
352,5,30.0,0.0,11.1,25.6
353,6,30.0,0.0,7.1,21.9
354,7,30.0,0.0,9.4,24.9
355,8,30.0,0.0,9.9,25.5
356,9,30.0,21.1,13.3,28.9
357,10,30.0,97.8,16.8,29.6
358,11,30.0,195.9,15.8,29.6
359,12,30.0,260.0,17.3,30.2
360,1,31.0,149.9,16.9,28.6
361,2,31.0,261.0,17.1,27.9
362,3,31.0,92.3,16.9,26.7
363,4,31.0,12.4,17.0,26.0
364,5,31.0,0.0,10.2,24.6
365,6,31.0,0.0,7.1,21.5
366,7,31.0,0.0,8.5,22.4
367,8,31.0,0.0,9.9,25.5
368,9,31.0,0.0,15.3,30.5
369,10,31.0,48.6,16.2,31.2
370,11,31.0,162.2,18.1,31.2
371,12,31.0,203.3,17.3,30.2
372,1,32.0,138.5,17.8,26.3
373,2,32.0,47.1,17.1,27.9
374,3,32.0,54.8,16.9,26.7
375,4,32.0,5.6,13.5,26.0
376,5,32.0,0.0,11.3,25.2
377,6,32.0,0.0,7.1,21.9
378,7,32.0,0.0,8.2,24.7
379,8,32.0,0.0,11.2,27.5
380,9,32.0,11.8,15.3,30.1
381,10,32.0,15.6,17.6,33.2
382,11,32.0,98.5,18.4,31.3
383,12,32.0,114.9,17.8,27.7
384,1,33.0,194.5,16.9,28.6
385,2,33.0,78.1,17.1,27.9
386,3,33.0,0.8,16.8,27.1
387,4,33.0,5.4,17.0,26.0
388,5,33.0,0.0,10.9,23.6
389,6,33.0,0.0,10.6,26.0
390,7,33.0,3.5,9.4,24.9
391,8,33.0,0.0,11.2,27.5
392,9,33.0,21.1,13.3,28.9
393,10,33.0,97.8,16.8,29.6
394,11,33.0,109.1,18.4,31.3
395,12,33.0,260.0,17.3,30.2
396,1,34.0,228.8,16.4,27.7
397,2,34.0,110.8,14.9,27.0
398,3,34.0,30.9,16.8,27.1
399,4,34.0,4.5,17.0,26.0
400,5,34.0,11.0,10.2,24.6
401,6,34.0,0.0,7.1,21.9
402,7,34.0,0.0,9.4,24.9
403,8,34.0,0.0,10.1,26.1
404,9,34.0,0.0,13.9,29.7
405,10,34.0,48.6,16.2,31.2
406,11,34.0,150.9,18.2,30.0
407,12,34.0,203.3,17.3,30.2
408,1,35.0,149.9,17.0,27.0
409,2,35.0,51.5,17.1,27.9
410,3,35.0,54.8,16.9,26.7
411,4,35.0,11.2,17.0,26.0
412,5,35.0,0.0,10.9,23.6
413,6,35.0,0.0,7.7,23.9
414,7,35.0,0.0,7.6,23.3
415,8,35.0,0.0,11.2,27.5
416,9,35.0,3.8,14.4,31.0
417,10,35.0,14.0,17.6,33.2
418,11,35.0,75.9,15.8,29.6
419,12,35.0,208.6,17.3,30.2
420,1,36.0,52.6,16.4,27.7
421,2,36.0,261.0,14.9,27.0
422,3,36.0,0.0,16.8,28.5
423,4,36.0,5.4,13.7,26.0
424,5,36.0,0.0,10.4,26.0
425,6,36.0,0.0,7.1,21.5
426,7,36.0,0.0,8.5,22.4
427,8,36.0,0.0,9.9,25.5
428,9,36.0,23.2,13.3,28.9
429,10,36.0,23.6,17.6,33.2
430,11,36.0,195.9,18.1,31.2
431,12,36.0,286.3,17.3,30.2
432,1,37.0,316.4,16.4,27.7
433,2,37.0,203.7,17.1,27.9
434,3,37.0,54.8,16.8,27.1
435,4,37.0,7.7,13.5,26.0
436,5,37.0,0.0,10.4,26.0
437,6,37.0,0.0,7.1,21.5
438,7,37.0,0.0,7.6,23.3
439,8,37.0,0.0,8.9,26.7
440,9,37.0,54.0,14.3,29.8
441,10,37.0,15.6,17.6,33.2
442,11,37.0,84.7,17.4,31.2
443,12,37.0,185.5,17.0,26.0
444,1,38.0,316.4,17.8,26.3
445,2,38.0,227.8,17.9,26.5
446,3,38.0,177.7,16.9,26.7
447,4,38.0,13.7,15.7,26.0
448,5,38.0,0.0,11.1,25.6
449,6,38.0,0.0,7.1,21.5
450,7,38.0,0.0,8.7,24.5
451,8,38.0,0.0,9.0,23.0
452,9,38.0,7.6,14.4,31.0
453,10,38.0,48.6,16.2,31.2
454,11,38.0,144.8,18.1,31.2
455,12,38.0,260.0,17.8,27.7
456,1,39.0,138.5,17.0,27.0
457,2,39.0,78.1,17.2,26.8
458,3,39.0,95.1,16.9,26.7
459,4,39.0,12.4,15.8,27.3
460,5,39.0,0.0,10.4,26.0
461,6,39.0,0.0,7.1,21.5
462,7,39.0,0.0,8.7,24.5
463,8,39.0,0.4,9.9,25.5
464,9,39.0,0.5,14.4,31.0
465,10,39.0,15.6,17.6,33.2
466,11,39.0,98.5,18.4,31.3
467,12,39.0,361.4,17.0,26.0
468,1,40.0,199.6,17.8,26.3
469,2,40.0,218.5,17.1,27.9
470,3,40.0,55.9,16.8,27.1
471,4,40.0,1.1,13.7,26.0
472,5,40.0,0.0,10.9,23.6
473,6,40.0,0.0,7.7,23.9
474,7,40.0,0.0,8.5,22.4
475,8,40.0,0.0,8.9,26.7
476,9,40.0,54.0,13.9,29.7
477,10,40.0,89.7,14.5,29.0
478,11,40.0,140.1,18.4,31.3
479,12,40.0,111.6,17.3,30.2
480,1,41.0,268.1,17.0,27.0
481,2,41.0,310.8,17.1,27.9
482,3,41.0,14.5,16.8,28.5
483,4,41.0,10.1,15.7,26.0
484,5,41.0,0.0,10.2,24.6
485,6,41.0,0.0,7.7,23.9
486,7,41.0,0.0,9.6,22.7
487,8,41.0,0.0,9.0,23.0
488,9,41.0,11.7,15.3,30.1
489,10,41.0,96.1,14.5,29.0
490,11,41.0,163.0,18.2,30.0
491,12,41.0,144.9,17.2,26.0
492,1,42.0,237.9,17.8,26.3
493,2,42.0,218.5,17.5,27.6
494,3,42.0,0.8,16.6,27.5
495,4,42.0,0.0,13.7,26.0
496,5,42.0,0.0,10.9,23.6
497,6,42.0,0.0,11.0,25.5
498,7,42.0,0.0,8.7,24.5
499,8,42.0,0.0,11.2,27.5
500,9,42.0,0.0,13.9,29.7
501,10,42.0,16.4,17.6,33.2
502,11,42.0,195.9,17.4,31.2
503,12,42.0,260.0,17.2,26.0
504,1,43.0,204.8,17.8,26.3
505,2,43.0,170.2,14.9,27.0
506,3,43.0,14.5,15.3,28.0
507,4,43.0,5.4,15.7,26.0
508,5,43.0,0.0,10.4,26.0
509,6,43.0,0.0,10.6,26.0
510,7,43.0,0.0,9.4,24.9
511,8,43.0,2.0,8.9,26.7
512,9,43.0,0.0,13.9,29.7
513,10,43.0,57.9,16.9,27.9
514,11,43.0,163.0,18.4,31.3
515,12,43.0,40.9,17.8,27.7
516,1,44.0,177.8,17.0,27.0
517,2,44.0,78.1,17.5,27.6
518,3,44.0,86.3,15.3,28.0
519,4,44.0,4.9,13.5,26.0
520,5,44.0,0.0,10.2,24.6
521,6,44.0,0.0,11.0,25.5
522,7,44.0,0.0,8.2,24.7
523,8,44.0,0.0,9.0,23.0
524,9,44.0,23.2,13.3,28.9
525,10,44.0,48.6,16.2,31.2
526,11,44.0,241.6,15.8,29.6
527,12,44.0,122.1,17.2,26.0
528,1,45.0,263.4,17.0,27.0
529,2,45.0,51.5,14.9,27.0
530,3,45.0,179.0,16.8,27.1
531,4,45.0,0.4,13.5,26.0
532,5,45.0,0.0,10.4,26.0
533,6,45.0,0.0,7.1,21.9
534,7,45.0,0.0,8.2,24.7
535,8,45.0,0.4,9.0,23.0
536,9,45.0,11.7,15.3,30.1
537,10,45.0,27.5,17.6,33.2
538,11,45.0,150.9,18.2,30.0
539,12,45.0,40.9,17.0,26.0
540,1,46.0,188.0,16.4,27.7
541,2,46.0,110.8,17.5,27.6
542,3,46.0,97.6,16.8,27.1
543,4,46.0,13.7,15.1,26.3
544,5,46.0,0.0,10.4,26.0
545,6,46.0,0.0,7.1,21.9
546,7,46.0,0.0,8.5,22.4
547,8,46.0,0.0,11.2,27.5
548,9,46.0,0.0,14.4,31.0
549,10,46.0,124.6,16.9,27.9
550,11,46.0,84.7,17.4,31.2
551,12,46.0,115.5,17.8,27.7
552,1,47.0,165.3,16.4,27.7
553,2,47.0,60.5,17.9,26.5
554,3,47.0,78.3,16.8,28.5
555,4,47.0,19.8,13.7,26.0
556,5,47.0,0.0,10.2,24.6
557,6,47.0,0.0,7.1,21.9
558,7,47.0,0.0,8.5,22.4
559,8,47.0,0.0,9.9,25.5
560,9,47.0,3.8,13.9,29.7
561,10,47.0,96.1,14.5,29.0
562,11,47.0,140.1,18.4,31.3
563,12,47.0,298.2,17.0,26.0
564,1,48.0,214.4,16.9,28.6
565,2,48.0,123.8,17.9,26.5
566,3,48.0,1.3,16.6,27.5
567,4,48.0,19.8,17.0,26.0
568,5,48.0,0.0,10.9,23.6
569,6,48.0,0.0,7.1,21.9
570,7,48.0,0.0,8.2,24.7
571,8,48.0,0.0,10.1,26.1
572,9,48.0,0.0,14.3,29.8
573,10,48.0,57.9,15.9,31.1
574,11,48.0,124.2,18.2,30.0
575,12,48.0,178.8,17.2,26.0
576,1,49.0,194.5,17.0,27.0
577,2,49.0,110.8,17.1,27.9
578,3,49.0,86.3,15.3,28.0
579,4,49.0,0.0,17.0,26.0
580,5,49.0,0.0,10.4,26.0
581,6,49.0,0.0,7.7,23.9
582,7,49.0,0.0,8.2,24.7
583,8,49.0,0.0,9.0,23.0
584,9,49.0,20.8,13.3,28.9
585,10,49.0,111.8,15.9,31.1
586,11,49.0,109.1,18.4,31.3
587,12,49.0,40.9,17.2,26.0
588,1,50.0,237.9,17.8,26.3
589,2,50.0,165.4,17.2,26.8
590,3,50.0,54.8,16.9,26.7
591,4,50.0,1.1,17.0,26.0
592,5,50.0,0.0,10.9,23.6
593,6,50.0,0.0,11.0,25.5
594,7,50.0,0.0,7.6,23.3
595,8,50.0,0.0,11.2,27.5
596,9,50.0,6.1,14.4,31.0
597,10,50.0,15.6,17.6,33.2
598,11,50.0,109.1,18.4,31.3
599,12,50.0,40.9,17.8,27.7
600,1,51.0,165.3,16.4,27.7
601,2,51.0,20.4,17.2,26.8
602,3,51.0,54.8,16.9,26.7
603,4,51.0,14.2,13.7,26.0
604,5,51.0,0.0,12.8,28.4
605,6,51.0,0.0,10.6,26.0
606,7,51.0,0.0,8.2,24.7
607,8,51.0,0.0,11.2,27.5
608,9,51.0,6.1,14.3,29.8
609,10,51.0,129.9,16.8,29.6
610,11,51.0,232.5,18.4,31.3
611,12,51.0,185.5,17.0,26.0
612,1,52.0,286.6,16.4,27.7
613,2,52.0,310.8,17.9,26.5
614,3,52.0,1.3,16.6,27.5
615,4,52.0,21.1,15.1,26.3
616,5,52.0,0.0,10.9,23.6
617,6,52.0,0.0,7.7,23.9
618,7,52.0,0.0,8.5,22.4
619,8,52.0,0.0,8.9,26.7
620,9,52.0,0.5,14.3,29.8
621,10,52.0,15.6,17.6,33.2
622,11,52.0,162.2,15.8,29.6
623,12,52.0,361.4,17.2,26.0
624,1,53.0,283.6,16.4,27.7
625,2,53.0,41.0,17.1,27.9
626,3,53.0,0.0,16.6,27.5
627,4,53.0,1.1,15.7,26.0
628,5,53.0,0.0,12.8,28.4
629,6,53.0,0.0,11.0,25.5
630,7,53.0,0.0,9.6,22.7
631,8,53.0,0.0,8.9,26.7
632,9,53.0,54.0,14.4,31.0
633,10,53.0,48.6,16.2,31.2
634,11,53.0,84.7,17.4,31.2
635,12,53.0,190.2,17.2,26.0
636,1,54.0,143.3,16.4,27.7
637,2,54.0,60.3,17.1,27.9
638,3,54.0,43.7,16.6,27.5
639,4,54.0,21.1,15.1,26.3
640,5,54.0,0.0,11.3,25.2
641,6,54.0,0.0,7.1,21.9
642,7,54.0,0.0,8.5,22.4
643,8,54.0,7.3,10.1,26.1
644,9,54.0,0.0,13.9,29.7
645,10,54.0,55.2,15.9,31.1
646,11,54.0,252.6,18.2,30.0
647,12,54.0,218.3,17.2,26.0
648,1,55.0,102.7,17.8,26.3
649,2,55.0,320.7,17.1,27.9
650,3,55.0,55.9,16.8,27.1
651,4,55.0,21.1,15.1,26.3
652,5,55.0,0.0,11.1,25.6
653,6,55.0,0.0,7.1,21.9
654,7,55.0,0.0,9.6,22.7
655,8,55.0,0.0,11.2,27.5
656,9,55.0,7.6,14.4,31.0
657,10,55.0,54.9,16.8,29.6
658,11,55.0,71.4,18.1,31.2
659,12,55.0,114.9,17.8,27.7
660,1,56.0,228.8,17.0,27.0
661,2,56.0,72.1,14.9,27.0
662,3,56.0,177.7,16.6,27.5
663,4,56.0,12.4,13.7,26.0
664,5,56.0,0.0,10.2,24.6
665,6,56.0,0.0,10.6,26.0
666,7,56.0,0.0,7.6,23.3
667,8,56.0,0.0,10.1,26.1
668,9,56.0,19.2,15.3,30.1
669,10,56.0,48.6,16.2,31.2
670,11,56.0,195.9,17.4,31.2
671,12,56.0,298.2,17.2,26.0
672,1,57.0,242.5,17.0,27.0
673,2,57.0,123.8,17.1,27.9
674,3,57.0,95.5,16.8,27.1
675,4,57.0,5.6,15.7,26.0
676,5,57.0,0.0,11.1,25.6
677,6,57.0,0.0,7.7,23.9
678,7,57.0,0.0,9.6,22.7
679,8,57.0,32.5,11.5,27.2
680,9,57.0,3.0,14.4,31.0
681,10,57.0,111.8,15.9,31.1
682,11,57.0,231.4,15.8,29.6
683,12,57.0,321.4,17.3,30.2
684,1,58.0,164.4,16.4,27.7
685,2,58.0,137.7,17.5,27.6
686,3,58.0,95.5,16.8,27.1
687,4,58.0,4.5,15.7,26.0
688,5,58.0,0.0,11.3,25.2
689,6,58.0,0.0,10.6,26.0
690,7,58.0,0.0,8.2,24.7
691,8,58.0,0.0,9.0,23.0
692,9,58.0,0.2,14.3,29.8
693,10,58.0,48.2,16.2,31.2
694,11,58.0,163.0,18.1,31.2
695,12,58.0,111.6,17.0,26.0
696,1,59.0,164.4,16.4,27.7
697,2,59.0,24.3,17.2,26.8
