timestep,month,year,kaoma_precip,min_temp,max_temp
10002,7,834.0,0.0,8.5,22.4
10003,8,834.0,0.0,9.0,23.0
10004,9,834.0,0.0,14.4,31.0
10005,10,834.0,38.2,14.5,29.0
10006,11,834.0,100.9,18.4,31.3
10007,12,834.0,222.2,17.3,30.2
10008,1,835.0,177.8,17.8,26.3
10009,2,835.0,194.3,17.2,26.8
10010,3,835.0,48.3,16.6,27.5
10011,4,835.0,0.0,15.7,26.0
10012,5,835.0,0.0,10.4,26.0
10013,6,835.0,0.0,7.1,21.9
10014,7,835.0,0.0,8.2,24.7
10015,8,835.0,0.0,9.9,25.5
10016,9,835.0,3.0,15.3,30.5
10017,10,835.0,47.6,16.2,31.2
10018,11,835.0,140.1,18.2,30.0
10019,12,835.0,208.6,17.3,30.2
10020,1,836.0,165.3,16.4,27.7
10021,2,836.0,137.7,14.9,27.0
10022,3,836.0,86.3,15.3,28.0
10023,4,836.0,14.2,13.7,26.0
10024,5,836.0,0.0,10.2,24.6
10025,6,836.0,0.0,7.1,21.5
10026,7,836.0,3.5,9.4,24.9
10027,8,836.0,0.0,10.1,26.1
10028,9,836.0,0.8,14.3,29.8
10029,10,836.0,124.6,17.6,33.2
10030,11,836.0,252.6,18.1,31.2
10031,12,836.0,218.3,17.2,26.0
10032,1,837.0,286.6,17.8,26.3
10033,2,837.0,174.2,14.9,27.0
10034,3,837.0,95.5,16.6,27.5
10035,4,837.0,13.7,13.7,26.0
10036,5,837.0,0.0,10.4,26.0
10037,6,837.0,0.0,7.1,21.5
10038,7,837.0,0.0,8.2,24.7
10039,8,837.0,0.0,9.9,25.5
10040,9,837.0,0.0,13.9,29.7
10041,10,837.0,41.1,16.2,31.2
10042,11,837.0,76.1,17.4,31.2
10043,12,837.0,233.0,17.8,27.7
10044,1,838.0,143.3,17.0,27.0
10045,2,838.0,70.8,17.1,27.9
10046,3,838.0,59.7,16.9,26.7
10047,4,838.0,5.3,13.7,26.0
10048,5,838.0,0.0,11.1,25.6
10049,6,838.0,0.0,7.7,23.9
10050,7,838.0,0.0,9.6,22.7
10051,8,838.0,0.0,11.2,27.5
10052,9,838.0,11.0,15.3,30.1
10053,10,838.0,89.7,16.8,29.6
10054,11,838.0,195.9,18.1,31.2
10055,12,838.0,317.2,17.0,26.0
10056,1,839.0,253.1,16.9,28.6
10057,2,839.0,51.5,14.9,27.0
10058,3,839.0,53.8,16.9,26.7
10059,4,839.0,21.1,15.1,26.3
10060,5,839.0,0.0,10.2,24.6
10061,6,839.0,0.0,10.6,26.0
10062,7,839.0,0.0,7.6,23.3
10063,8,839.0,0.0,9.0,23.0
10064,9,839.0,19.2,15.3,30.1
10065,10,839.0,95.6,16.8,29.6
10066,11,839.0,293.2,18.4,31.3
10067,12,839.0,260.0,17.0,26.0
10068,1,840.0,219.1,16.9,28.6
10069,2,840.0,20.4,17.2,26.8
10070,3,840.0,14.5,16.8,27.1
10071,4,840.0,21.1,15.1,26.3
10072,5,840.0,10.7,10.4,26.0
10073,6,840.0,0.0,7.7,23.9
10074,7,840.0,0.0,8.5,22.4
10075,8,840.0,0.0,9.0,23.0
10076,9,840.0,0.0,15.3,30.5
10077,10,840.0,16.4,17.6,33.2
10078,11,840.0,140.1,18.2,30.0
10079,12,840.0,185.5,17.3,30.2
10080,1,841.0,188.0,16.4,27.7
10081,2,841.0,194.3,17.2,26.8
10082,3,841.0,30.9,16.8,28.5
10083,4,841.0,19.8,15.7,26.0
10084,5,841.0,0.0,10.9,23.6
10085,6,841.0,0.0,7.7,23.9
10086,7,841.0,0.0,8.5,22.4
10087,8,841.0,0.0,10.1,26.1
10088,9,841.0,0.0,14.3,29.8
10089,10,841.0,147.4,16.9,27.9
10090,11,841.0,162.2,18.4,31.3
10091,12,841.0,361.4,17.0,26.0
10092,1,842.0,242.5,17.8,26.3
10093,2,842.0,310.8,17.9,26.5
10094,3,842.0,78.3,16.8,27.1
10095,4,842.0,5.6,15.7,26.0
10096,5,842.0,0.0,11.3,25.2
10097,6,842.0,0.0,7.1,21.5
10098,7,842.0,0.0,9.4,24.9
10099,8,842.0,0.0,11.2,27.5
10100,9,842.0,20.8,13.3,28.9
10101,10,842.0,14.0,17.6,33.2
10102,11,842.0,195.9,17.4,31.2
10103,12,842.0,40.9,17.2,26.0
10104,1,843.0,149.9,16.9,28.6
10105,2,843.0,209.1,17.5,27.6
10106,3,843.0,95.1,16.8,28.5
10107,4,843.0,0.0,13.5,26.0
10108,5,843.0,0.0,10.4,26.0
10109,6,843.0,0.0,10.6,26.0
10110,7,843.0,0.0,8.5,22.4
10111,8,843.0,0.0,10.1,26.1
10112,9,843.0,12.0,15.3,30.1
10113,10,843.0,95.6,16.8,29.6
10114,11,843.0,195.9,18.2,30.0
10115,12,843.0,222.2,17.2,26.0
10116,1,844.0,242.5,16.4,27.7
10117,2,844.0,310.8,17.9,26.5
10118,3,844.0,78.3,16.8,27.1
10119,4,844.0,10.1,15.7,26.0
10120,5,844.0,11.0,10.4,26.0
10121,6,844.0,0.0,10.6,26.0
10122,7,844.0,0.0,9.4,24.9
10123,8,844.0,0.0,9.0,23.0
10124,9,844.0,0.0,14.4,31.0
10125,10,844.0,97.8,14.5,29.0
10126,11,844.0,128.9,18.4,31.3
10127,12,844.0,158.0,17.0,26.0
10128,1,845.0,219.4,16.9,28.6
10129,2,845.0,165.4,14.9,27.0
10130,3,845.0,91.8,16.6,27.5
10131,4,845.0,22.3,15.1,26.3
10132,5,845.0,0.0,10.9,23.6
10133,6,845.0,0.0,7.1,21.5
10134,7,845.0,0.0,9.6,22.7
10135,8,845.0,0.0,9.0,23.0
10136,9,845.0,0.0,13.9,29.7
10137,10,845.0,14.0,17.6,33.2
10138,11,845.0,35.1,18.4,31.3
10139,12,845.0,361.4,17.0,26.0
10140,1,846.0,138.5,17.8,26.3
10141,2,846.0,60.3,17.5,27.6
10142,3,846.0,78.3,16.8,27.1
10143,4,846.0,14.2,15.8,27.3
10144,5,846.0,0.0,10.2,24.6
10145,6,846.0,0.0,7.7,23.9
10146,7,846.0,0.0,8.5,22.4
10147,8,846.0,32.5,11.5,27.2
10148,9,846.0,11.0,15.3,30.1
10149,10,846.0,97.8,14.5,29.0
10150,11,846.0,163.0,18.1,31.2
10151,12,846.0,142.5,17.2,26.0
10152,1,847.0,138.5,17.8,26.3
10153,2,847.0,47.1,17.5,27.6
10154,3,847.0,59.7,16.9,26.7
10155,4,847.0,0.0,17.0,26.0
10156,5,847.0,10.7,10.9,23.6
10157,6,847.0,0.0,7.1,21.5
10158,7,847.0,0.0,7.6,23.3
10159,8,847.0,0.0,8.9,26.7
10160,9,847.0,0.0,15.3,30.5
10161,10,847.0,96.1,14.5,29.0
10162,11,847.0,150.9,18.2,30.0
10163,12,847.0,233.0,17.8,27.7
10164,1,848.0,214.4,16.9,28.6
10165,2,848.0,47.1,17.1,27.9
10166,3,848.0,54.8,16.8,27.1
10167,4,848.0,0.0,13.5,26.0
10168,5,848.0,0.4,11.3,25.2
10169,6,848.0,0.0,7.1,21.5
10170,7,848.0,0.0,9.6,22.7
10171,8,848.0,0.0,9.9,25.5
10172,9,848.0,23.2,13.3,28.9
10173,10,848.0,54.9,16.9,27.9
10174,11,848.0,447.0,18.1,31.2
10175,12,848.0,178.8,17.3,30.2
10176,1,849.0,269.5,17.0,27.0
10177,2,849.0,174.2,17.2,26.8
10178,3,849.0,0.8,16.9,26.7
10179,4,849.0,7.7,13.5,26.0
10180,5,849.0,0.0,10.9,23.6
10181,6,849.0,0.0,7.1,21.9
10182,7,849.0,0.0,7.6,23.3
10183,8,849.0,0.0,11.2,27.5
10184,9,849.0,11.0,15.3,30.1
10185,10,849.0,124.6,14.5,29.0
10186,11,849.0,293.2,18.1,31.2
10187,12,849.0,106.7,17.8,27.7
10188,1,850.0,177.8,16.4,27.7
10189,2,850.0,218.5,14.9,27.0
10190,3,850.0,91.8,16.9,26.7
10191,4,850.0,5.4,17.0,26.0
10192,5,850.0,0.0,11.3,25.2
10193,6,850.0,0.0,7.1,21.5
10194,7,850.0,0.0,8.7,24.5
10195,8,850.0,0.0,8.9,26.7
10196,9,850.0,16.8,15.3,30.1
10197,10,850.0,188.8,14.5,29.0
10198,11,850.0,112.7,18.2,30.0
10199,12,850.0,228.4,17.0,26.0
10200,1,851.0,232.1,17.8,26.3
10201,2,851.0,174.2,17.5,27.6
10202,3,851.0,156.7,15.3,28.0
10203,4,851.0,2.6,13.5,26.0
10204,5,851.0,0.0,10.2,24.6
10205,6,851.0,0.0,7.1,21.5
10206,7,851.0,0.0,8.2,24.7
10207,8,851.0,0.0,9.9,25.5
10208,9,851.0,0.0,14.4,31.0
10209,10,851.0,124.6,16.9,27.9
10210,11,851.0,232.5,15.8,29.6
10211,12,851.0,228.4,17.2,26.0
10212,1,852.0,102.7,17.8,26.3
10213,2,852.0,194.3,17.2,26.8
10214,3,852.0,88.8,15.3,28.0
10215,4,852.0,4.5,15.7,26.0
10216,5,852.0,11.0,10.9,23.6
10217,6,852.0,0.0,7.7,23.9
10218,7,852.0,0.0,8.5,22.4
10219,8,852.0,0.0,8.9,26.7
10220,9,852.0,13.5,15.3,30.1
10221,10,852.0,31.3,16.2,31.2
10222,11,852.0,35.1,18.4,31.3
10223,12,852.0,159.2,17.8,27.7
10224,1,853.0,232.1,17.8,26.3
10225,2,853.0,219.9,17.5,27.6
10226,3,853.0,156.7,16.9,26.7
10227,4,853.0,1.4,13.7,26.0
10228,5,853.0,0.0,11.3,25.2
10229,6,853.0,0.0,10.6,26.0
10230,7,853.0,0.0,8.5,22.4
10231,8,853.0,7.3,9.0,23.0
10232,9,853.0,3.0,13.9,29.7
10233,10,853.0,89.7,16.2,31.2
10234,11,853.0,252.6,18.4,31.3
10235,12,853.0,317.2,17.0,26.0
10236,1,854.0,177.8,17.0,27.0
10237,2,854.0,72.1,17.2,26.8
10238,3,854.0,91.8,16.8,28.5
10239,4,854.0,21.1,15.1,26.3
10240,5,854.0,0.0,11.3,25.2
10241,6,854.0,0.0,10.6,26.0
10242,7,854.0,3.5,7.6,23.3
10243,8,854.0,0.0,11.2,27.5
10244,9,854.0,0.2,14.3,29.8
10245,10,854.0,97.1,16.9,27.9
10246,11,854.0,252.6,17.4,31.2
10247,12,854.0,208.1,17.3,30.2
10248,1,855.0,102.7,17.8,26.3
10249,2,855.0,60.5,17.9,26.5
10250,3,855.0,48.3,16.6,27.5
10251,4,855.0,12.4,13.7,26.0
10252,5,855.0,0.0,11.1,25.6
10253,6,855.0,0.0,11.0,25.5
10254,7,855.0,0.0,7.6,23.3
10255,8,855.0,7.3,9.9,25.5
10256,9,855.0,0.8,13.9,29.7
10257,10,855.0,14.0,17.6,33.2
10258,11,855.0,112.7,17.4,31.2
10259,12,855.0,339.7,17.0,26.0
10260,1,856.0,232.1,17.8,26.3
10261,2,856.0,123.8,17.5,27.6
10262,3,856.0,54.8,16.8,27.1
10263,4,856.0,22.3,15.1,26.3
10264,5,856.0,0.0,10.9,23.6
10265,6,856.0,0.0,7.7,23.9
10266,7,856.0,0.0,9.6,22.7
10267,8,856.0,0.0,8.9,26.7
10268,9,856.0,0.0,14.3,29.8
10269,10,856.0,15.6,17.6,33.2
10270,11,856.0,144.8,18.1,31.2
10271,12,856.0,106.7,17.8,27.7
10272,1,857.0,228.8,16.9,28.6
10273,2,857.0,219.9,17.5,27.6
10274,3,857.0,26.2,16.8,27.1
10275,4,857.0,5.4,13.5,26.0
10276,5,857.0,0.0,10.4,26.0
10277,6,857.0,0.0,7.1,21.5
10278,7,857.0,0.0,7.6,23.3
10279,8,857.0,0.0,9.9,25.5
10280,9,857.0,16.8,15.3,30.1
10281,10,857.0,99.1,16.9,27.9
10282,11,857.0,109.9,18.4,31.3
10283,12,857.0,260.0,17.2,26.0
10284,1,858.0,199.6,17.8,26.3
10285,2,858.0,51.5,17.9,26.5
10286,3,858.0,92.3,16.9,26.7
10287,4,858.0,14.2,15.7,26.0
10288,5,858.0,0.0,10.4,26.0
10289,6,858.0,0.0,11.0,25.5
10290,7,858.0,0.0,9.6,22.7
10291,8,858.0,0.0,9.0,23.0
10292,9,858.0,0.0,13.9,29.7
10293,10,858.0,41.1,16.2,31.2
10294,11,858.0,241.6,17.4,31.2
10295,12,858.0,339.7,17.0,26.0
10296,1,859.0,279.1,17.8,26.3
10297,2,859.0,123.8,17.2,26.8
10298,3,859.0,120.3,16.8,28.5
10299,4,859.0,0.0,13.5,26.0
10300,5,859.0,11.0,10.2,24.6
10301,6,859.0,0.0,11.0,25.5
10302,7,859.0,0.0,9.6,22.7
10303,8,859.0,0.4,8.9,26.7
10304,9,859.0,6.1,14.3,29.8
10305,10,859.0,23.6,14.5,29.0
10306,11,859.0,98.5,18.2,30.0
10307,12,859.0,159.2,17.8,27.7
10308,1,860.0,102.0,17.8,26.3
10309,2,860.0,320.7,17.1,27.9
10310,3,860.0,1.3,16.8,28.5
10311,4,860.0,21.1,15.1,26.3
10312,5,860.0,0.0,10.4,26.0
10313,6,860.0,0.0,10.6,26.0
10314,7,860.0,0.0,7.6,23.3
10315,8,860.0,17.3,9.0,23.0
10316,9,860.0,0.8,13.9,29.7
10317,10,860.0,23.6,17.6,33.2
10318,11,860.0,152.0,18.2,30.0
10319,12,860.0,122.1,17.3,30.2
10320,1,861.0,283.6,17.8,26.3
10321,2,861.0,227.8,14.9,27.0
10322,3,861.0,78.3,16.8,28.5
10323,4,861.0,14.2,15.1,26.3
10324,5,861.0,0.0,10.2,24.6
10325,6,861.0,0.0,7.7,23.9
10326,7,861.0,0.0,9.4,24.9
10327,8,861.0,0.0,9.0,23.0
10328,9,861.0,12.0,15.3,30.1
10329,10,861.0,89.7,16.9,27.9
10330,11,861.0,150.9,18.2,30.0
10331,12,861.0,356.5,17.3,30.2
10332,1,862.0,102.7,17.0,27.0
10333,2,862.0,47.1,17.5,27.6
10334,3,862.0,59.7,16.9,26.7
10335,4,862.0,14.2,17.0,26.0
10336,5,862.0,0.0,12.8,28.4
10337,6,862.0,0.0,11.0,25.5
10338,7,862.0,0.0,8.5,22.4
10339,8,862.0,0.4,9.0,23.0
10340,9,862.0,0.0,13.9,29.7
10341,10,862.0,22.2,15.9,31.1
10342,11,862.0,150.9,18.2,30.0
10343,12,862.0,142.5,17.8,27.7
10344,1,863.0,52.6,17.0,27.0
10345,2,863.0,137.7,17.9,26.5
10346,3,863.0,179.3,15.3,28.0
10347,4,863.0,4.5,13.7,26.0
10348,5,863.0,0.0,11.1,25.6
10349,6,863.0,0.0,7.1,21.5
10350,7,863.0,0.0,9.6,22.7
10351,8,863.0,32.5,11.5,27.2
10352,9,863.0,24.3,13.3,28.9
10353,10,863.0,22.2,17.6,33.2
10354,11,863.0,293.2,17.4,31.2
10355,12,863.0,321.4,17.8,27.7
10356,1,864.0,165.3,16.4,27.7
10357,2,864.0,20.4,17.2,26.8
10358,3,864.0,78.3,16.8,27.1
10359,4,864.0,0.0,17.0,26.0
10360,5,864.0,0.4,10.4,26.0
10361,6,864.0,0.0,11.0,25.5
10362,7,864.0,0.0,9.6,22.7
10363,8,864.0,0.0,9.9,25.5
10364,9,864.0,3.0,14.4,31.0
10365,10,864.0,97.8,16.8,29.6
10366,11,864.0,241.6,18.2,30.0
10367,12,864.0,260.0,17.2,26.0
10368,1,865.0,242.5,16.9,28.6
10369,2,865.0,123.8,14.9,27.0
10370,3,865.0,30.8,16.9,26.7
10371,4,865.0,1.1,17.0,26.0
10372,5,865.0,0.0,11.1,25.6
10373,6,865.0,0.0,7.1,21.5
10374,7,865.0,0.0,8.5,22.4
10375,8,865.0,17.3,11.5,27.2
10376,9,865.0,0.0,14.4,31.0
10377,10,865.0,27.5,16.2,31.2
10378,11,865.0,252.6,18.1,31.2
10379,12,865.0,298.2,17.2,26.0
10380,1,866.0,219.1,16.9,28.6
10381,2,866.0,41.0,17.1,27.9
10382,3,866.0,156.7,16.6,27.5
10383,4,866.0,7.7,13.5,26.0
10384,5,866.0,0.0,11.1,25.6
10385,6,866.0,0.0,10.6,26.0
10386,7,866.0,0.0,8.5,22.4
10387,8,866.0,2.0,9.9,25.5
10388,9,866.0,3.8,14.3,29.8
10389,10,866.0,57.9,17.6,33.2
10390,11,866.0,252.6,17.4,31.2
10391,12,866.0,114.9,17.8,27.7
10392,1,867.0,214.4,16.9,28.6
10393,2,867.0,272.9,17.9,26.5
10394,3,867.0,0.0,16.8,28.5
10395,4,867.0,0.0,17.0,26.0
10396,5,867.0,0.0,10.9,23.6
10397,6,867.0,0.0,7.1,21.5
10398,7,867.0,0.0,8.2,24.7
10399,8,867.0,0.0,8.9,26.7
10400,9,867.0,20.8,13.3,28.9
10401,10,867.0,99.1,16.8,29.6
10402,11,867.0,241.6,15.8,29.6
10403,12,867.0,185.5,17.2,26.0
10404,1,868.0,286.6,17.8,26.3
10405,2,868.0,51.5,17.9,26.5
10406,3,868.0,1.3,16.8,27.1
10407,4,868.0,5.3,15.7,26.0
10408,5,868.0,0.0,10.9,23.6
10409,6,868.0,0.0,7.1,21.9
10410,7,868.0,0.0,9.4,24.9
10411,8,868.0,0.0,11.2,27.5
10412,9,868.0,0.0,14.3,29.8
10413,10,868.0,96.1,14.5,29.0
10414,11,868.0,109.9,18.4,31.3
10415,12,868.0,158.0,17.3,30.2
10416,1,869.0,286.6,16.4,27.7
10417,2,869.0,165.4,17.1,27.9
10418,3,869.0,86.3,15.3,28.0
10419,4,869.0,4.9,13.7,26.0
10420,5,869.0,0.0,10.4,26.0
10421,6,869.0,0.0,11.0,25.5
10422,7,869.0,0.0,9.6,22.7
10423,8,869.0,0.0,10.1,26.1
10424,9,869.0,0.8,14.3,29.8
10425,10,869.0,147.4,17.6,33.2
10426,11,869.0,109.1,18.4,31.3
10427,12,869.0,158.0,17.0,26.0
10428,1,870.0,263.4,17.0,27.0
10429,2,870.0,78.1,17.2,26.8
10430,3,870.0,179.0,16.8,28.5
10431,4,870.0,4.6,17.0,26.0
10432,5,870.0,0.0,10.4,26.0
10433,6,870.0,0.0,11.0,25.5
10434,7,870.0,0.0,9.6,22.7
10435,8,870.0,0.0,11.2,27.5
10436,9,870.0,0.0,15.3,30.5
10437,10,870.0,96.1,14.5,29.0
10438,11,870.0,252.6,17.4,31.2
10439,12,870.0,228.4,17.0,26.0
10440,1,871.0,164.4,16.4,27.7
10441,2,871.0,24.3,17.2,26.8
10442,3,871.0,0.0,16.8,27.1
10443,4,871.0,5.3,15.7,26.0
10444,5,871.0,0.0,12.8,28.4
10445,6,871.0,0.0,10.6,26.0
10446,7,871.0,0.0,8.2,24.7
10447,8,871.0,0.0,9.0,23.0
10448,9,871.0,3.0,15.3,30.5
10449,10,871.0,188.8,15.9,31.1
10450,11,871.0,140.1,15.8,29.6
10451,12,871.0,317.2,17.8,27.7
10452,1,872.0,219.4,16.9,28.6
10453,2,872.0,170.2,17.2,26.8
10454,3,872.0,177.7,16.6,27.5
10455,4,872.0,4.6,13.5,26.0
10456,5,872.0,0.0,10.4,26.0
10457,6,872.0,0.0,7.7,23.9
10458,7,872.0,0.0,8.5,22.4
10459,8,872.0,0.0,10.1,26.1
10460,9,872.0,23.2,13.3,28.9
10461,10,872.0,54.9,14.5,29.0
10462,11,872.0,231.4,15.8,29.6
10463,12,872.0,139.3,17.0,26.0
10464,1,873.0,199.5,17.8,26.3
10465,2,873.0,174.2,14.9,27.0
10466,3,873.0,92.3,16.9,26.7
10467,4,873.0,12.4,15.7,26.0
10468,5,873.0,10.7,11.3,25.2
10469,6,873.0,0.0,7.7,23.9
10470,7,873.0,0.0,8.7,24.5
10471,8,873.0,0.0,10.1,26.1
10472,9,873.0,11.8,15.3,30.1
10473,10,873.0,99.1,14.5,29.0
10474,11,873.0,447.0,17.4,31.2
10475,12,873.0,208.6,17.3,30.2
10476,1,874.0,149.9,17.8,26.3
10477,2,874.0,20.4,17.2,26.8
10478,3,874.0,91.8,16.9,26.7
10479,4,874.0,1.1,17.0,26.0
10480,5,874.0,0.4,10.4,26.0
10481,6,874.0,0.0,10.6,26.0
10482,7,874.0,0.0,7.6,23.3
10483,8,874.0,0.0,8.9,26.7
10484,9,874.0,0.5,13.9,29.7
10485,10,874.0,38.2,14.5,29.0
10486,11,874.0,447.0,17.4,31.2
10487,12,874.0,356.5,17.8,27.7
10488,1,875.0,263.4,17.0,27.0
10489,2,875.0,310.8,17.1,27.9
10490,3,875.0,179.0,16.9,26.7
10491,4,875.0,0.0,15.7,26.0
10492,5,875.0,0.0,11.1,25.6
10493,6,875.0,0.0,7.1,21.9
10494,7,875.0,0.0,9.4,24.9
10495,8,875.0,2.0,9.9,25.5
10496,9,875.0,0.0,14.4,31.0
10497,10,875.0,55.2,16.2,31.2
10498,11,875.0,144.8,18.1,31.2
10499,12,875.0,144.9,17.2,26.0
10500,1,876.0,177.8,16.4,27.7
10501,2,876.0,72.1,17.5,27.6
10502,3,876.0,30.9,16.6,27.5
10503,4,876.0,10.1,15.1,26.3
10504,5,876.0,0.0,11.1,25.6
10505,6,876.0,0.0,7.7,23.9
10506,7,876.0,0.0,8.7,24.5
10507,8,876.0,0.0,11.2,27.5
10508,9,876.0,0.0,15.3,30.5
10509,10,876.0,99.1,16.8,29.6
10510,11,876.0,109.9,18.4,31.3
10511,12,876.0,178.8,17.3,30.2
10512,1,877.0,194.5,17.0,27.0
10513,2,877.0,165.4,14.9,27.0
10514,3,877.0,116.6,16.8,28.5
10515,4,877.0,0.0,15.7,26.0
10516,5,877.0,0.0,12.8,28.4
10517,6,877.0,0.0,10.6,26.0
10518,7,877.0,0.0,7.6,23.3
10519,8,877.0,0.0,9.9,25.5
10520,9,877.0,7.6,14.4,31.0
10521,10,877.0,22.2,14.5,29.0
10522,11,877.0,293.2,18.2,30.0
10523,12,877.0,208.1,17.3,30.2
10524,1,878.0,194.5,16.9,28.6
10525,2,878.0,320.7,17.5,27.6
10526,3,878.0,50.5,16.8,27.1
10527,4,878.0,14.2,17.0,26.0
10528,5,878.0,0.0,11.1,25.6
10529,6,878.0,0.0,7.1,21.9
10530,7,878.0,0.0,9.4,24.9
10531,8,878.0,0.0,10.1,26.1
10532,9,878.0,0.0,15.3,30.5
10533,10,878.0,188.8,15.9,31.1
10534,11,878.0,150.9,18.2,30.0
10535,12,878.0,111.6,17.3,30.2
10536,1,879.0,102.7,17.8,26.3
10537,2,879.0,41.0,17.1,27.9
10538,3,879.0,78.3,16.8,28.5
10539,4,879.0,0.0,13.5,26.0
10540,5,879.0,0.0,12.8,28.4
10541,6,879.0,0.0,7.1,21.5
10542,7,879.0,0.0,9.4,24.9
10543,8,879.0,0.0,11.2,27.5
10544,9,879.0,0.0,13.9,29.7
10545,10,879.0,54.9,16.9,27.9
10546,11,879.0,140.1,18.2,30.0
10547,12,879.0,106.7,17.8,27.7
10548,1,880.0,242.5,17.0,27.0
10549,2,880.0,219.9,17.1,27.9
10550,3,880.0,91.8,16.6,27.5
10551,4,880.0,14.2,15.1,26.3
10552,5,880.0,0.0,12.8,28.4
10553,6,880.0,0.0,11.0,25.5
10554,7,880.0,0.0,8.5,22.4
10555,8,880.0,0.0,10.1,26.1
10556,9,880.0,54.0,13.9,29.7
10557,10,880.0,111.8,15.9,31.1
10558,11,880.0,231.4,18.2,30.0
10559,12,880.0,317.2,17.0,26.0
10560,1,881.0,219.1,16.9,28.6
10561,2,881.0,123.8,17.5,27.6
10562,3,881.0,179.3,15.3,28.0
10563,4,881.0,1.4,13.7,26.0
10564,5,881.0,0.0,10.9,23.6
10565,6,881.0,0.0,7.1,21.5
10566,7,881.0,0.0,8.7,24.5
10567,8,881.0,0.0,11.2,27.5
10568,9,881.0,21.1,13.3,28.9
10569,10,881.0,97.1,16.9,27.9
10570,11,881.0,195.9,15.8,29.6
10571,12,881.0,122.1,17.2,26.0
10572,1,882.0,102.7,16.4,27.7
10573,2,882.0,310.8,17.5,27.6
10574,3,882.0,88.8,15.3,28.0
10575,4,882.0,204.8,15.8,27.3
10576,5,882.0,1.4,11.1,25.6
10577,6,882.0,0.0,7.7,23.9
10578,7,882.0,0.0,7.6,23.3
10579,8,882.0,0.0,10.1,26.1
10580,9,882.0,16.8,15.3,30.1
10581,10,882.0,22.2,16.8,29.6
10582,11,882.0,140.0,18.2,30.0
10583,12,882.0,178.8,17.0,26.0
10584,1,883.0,199.6,16.4,27.7
10585,2,883.0,174.2,14.9,27.0
10586,3,883.0,95.5,16.8,27.1
10587,4,883.0,4.9,13.7,26.0
10588,5,883.0,0.0,10.2,24.6
10589,6,883.0,0.0,7.7,23.9
10590,7,883.0,0.0,8.5,22.4
10591,8,883.0,0.0,9.9,25.5
10592,9,883.0,0.0,13.9,29.7
10593,10,883.0,15.6,17.6,33.2
10594,11,883.0,128.9,15.8,29.6
10595,12,883.0,356.5,17.8,27.7
10596,1,884.0,228.8,16.9,28.6
10597,2,884.0,60.3,17.2,26.8
10598,3,884.0,97.6,15.3,28.0
10599,4,884.0,1.4,13.7,26.0
10600,5,884.0,0.0,10.9,23.6
10601,6,884.0,0.0,10.6,26.0
10602,7,884.0,0.0,8.7,24.5
10603,8,884.0,0.0,10.1,26.1
10604,9,884.0,0.2,14.3,29.8
10605,10,884.0,41.1,16.2,31.2
10606,11,884.0,241.6,18.2,30.0
10607,12,884.0,339.7,17.0,26.0
10608,1,885.0,232.1,17.8,26.3
10609,2,885.0,89.2,17.5,27.6
10610,3,885.0,30.8,16.9,26.7
10611,4,885.0,12.4,15.8,27.3
10612,5,885.0,0.0,10.2,24.6
10613,6,885.0,0.0,7.1,21.9
10614,7,885.0,0.0,8.5,22.4
10615,8,885.0,7.3,9.0,23.0
10616,9,885.0,20.8,13.3,28.9
10617,10,885.0,97.1,16.9,27.9
10618,11,885.0,204.5,18.2,30.0
10619,12,885.0,144.9,17.3,30.2
10620,1,886.0,263.4,17.0,27.0
10621,2,886.0,123.8,17.9,26.5
10622,3,886.0,116.6,16.9,26.7
10623,4,886.0,19.8,15.1,26.3
10624,5,886.0,10.7,11.1,25.6
10625,6,886.0,0.0,7.1,21.9
10626,7,886.0,0.0,9.6,22.7
10627,8,886.0,0.0,9.0,23.0
10628,9,886.0,21.1,13.3,28.9
10629,10,886.0,23.6,16.9,27.9
10630,11,886.0,58.9,17.4,31.2
10631,12,886.0,208.6,17.3,30.2
10632,1,887.0,177.8,17.0,27.0
10633,2,887.0,227.8,17.2,26.8
10634,3,887.0,0.0,15.3,28.0
10635,4,887.0,4.6,17.0,26.0
10636,5,887.0,11.0,12.8,28.4
10637,6,887.0,0.0,7.7,23.9
10638,7,887.0,0.0,8.7,24.5
10639,8,887.0,0.0,9.0,23.0
10640,9,887.0,13.5,15.3,30.1
10641,10,887.0,111.8,15.9,31.1
10642,11,887.0,130.6,17.4,31.2
10643,12,887.0,40.9,17.0,26.0
10644,1,888.0,283.6,17.0,27.0
10645,2,888.0,219.9,14.9,27.0
10646,3,888.0,179.0,16.8,28.5
10647,4,888.0,4.5,13.7,26.0
10648,5,888.0,0.0,10.2,24.6
10649,6,888.0,0.0,7.1,21.9
10650,7,888.0,0.0,8.5,22.4
10651,8,888.0,0.0,11.2,27.5
10652,9,888.0,0.5,14.3,29.8
10653,10,888.0,22.2,16.2,31.2
10654,11,888.0,241.6,18.4,31.3
10655,12,888.0,106.7,17.8,27.7
10656,1,889.0,316.4,17.8,26.3
10657,2,889.0,272.9,17.9,26.5
10658,3,889.0,30.8,16.9,26.7
10659,4,889.0,1.1,13.7,26.0
10660,5,889.0,0.0,12.8,28.4
10661,6,889.0,0.0,7.1,21.5
10662,7,889.0,0.0,9.6,22.7
10663,8,889.0,0.0,9.0,23.0
10664,9,889.0,11.7,15.3,30.1
10665,10,889.0,111.8,15.9,31.1
10666,11,889.0,109.1,18.4,31.3
