,month,kasempa_precip,kaoma_precip,max_temp,min_temp,temp_fill_indicator,year,sample_date
0,1,324.0,279.1,26.3,17.8,3.0,1.0,01-01-1971
1,2,229.7,72.1,26.8,17.2,3.0,1.0,02-01-1979
2,3,109.3,91.8,27.1,16.8,3.0,1.0,03-01-1977
3,4,23.1,14.2,26.0,15.7,3.0,1.0,04-01-1974
4,5,0.0,0.0,25.6,11.1,2.0,1.0,05-01-1972
5,6,0.0,0.0,23.9,7.7,2.0,1.0,06-01-1974
6,7,0.0,0.0,24.9,9.4,2.0,1.0,07-01-1962
7,8,0.0,0.0,26.7,8.9,2.0,1.0,08-01-1961
8,9,0.8,0.8,31.0,14.4,2.0,1.0,09-01-1964
9,10,146.4,97.8,29.6,16.8,2.0,1.0,10-01-1963
10,11,150.7,35.1,31.2,17.4,3.0,1.0,11-01-1988
11,12,268.4,185.5,26.0,17.0,3.0,1.0,12-01-1987
12,1,300.9,232.1,26.3,17.8,2.0,2.0,01-01-1969
13,2,287.2,203.7,27.6,17.5,3.0,2.0,02-01-1962
14,3,337.2,156.7,27.1,16.8,3.0,2.0,03-01-1969
15,4,4.1,2.6,26.0,13.7,2.0,2.0,04-01-1966
16,5,0.0,0.0,25.6,11.1,2.0,2.0,05-01-1989
17,6,0.0,0.0,25.5,11.0,2.0,2.0,06-01-1965
18,7,0.0,0.0,24.7,8.2,2.0,2.0,07-01-1963
19,8,16.2,0.0,23.0,9.0,2.0,2.0,08-01-1965
20,9,5.5,23.2,28.9,13.3,2.0,2.0,09-01-1989
21,10,121.7,47.6,31.2,16.2,1.0,2.0,10-01-1985
22,11,266.2,140.1,31.2,17.4,3.0,2.0,11-01-1970
23,12,126.1,40.9,30.2,17.3,3.0,2.0,12-01-1986
24,1,99.0,52.6,27.7,16.4,3.0,3.0,01-01-1973
25,2,138.4,47.1,27.9,17.1,2.0,3.0,02-01-1987
26,3,32.5,53.8,27.1,16.8,2.0,3.0,03-01-1970
27,4,1.0,1.1,26.0,15.7,2.0,3.0,04-01-1988
28,5,0.0,0.0,23.6,10.9,2.0,3.0,05-01-1984
29,6,0.0,0.0,21.9,7.1,2.0,3.0,06-01-1969
30,7,0.0,0.0,23.3,7.6,1.0,3.0,07-01-1981
31,8,0.0,0.0,26.1,10.1,2.0,3.0,08-01-1987
32,9,0.0,2.3,30.5,15.3,2.0,3.0,09-01-1962
33,10,73.5,41.1,31.2,16.2,2.0,3.0,10-01-1989
34,11,139.7,75.9,29.6,15.8,1.0,3.0,11-01-1985
35,12,180.8,178.8,26.0,17.2,3.0,3.0,12-01-1967
36,1,361.3,102.7,28.6,16.9,3.0,4.0,01-01-1977
37,2,259.9,165.4,27.9,17.1,3.0,4.0,02-01-1966
38,3,83.5,48.3,27.5,16.6,1.0,4.0,03-01-1986
39,4,0.3,0.4,26.0,17.0,2.0,4.0,04-01-1979
40,5,0.0,0.0,24.6,10.2,1.0,4.0,05-01-1982
41,6,0.0,0.0,21.5,7.1,2.0,4.0,06-01-1977
42,7,0.0,0.0,22.4,8.5,2.0,4.0,07-01-1968
43,8,0.0,0.0,23.0,9.0,2.0,4.0,08-01-1961
44,9,7.8,0.0,31.0,14.4,2.0,4.0,09-01-1975
45,10,23.2,23.6,29.0,14.5,3.0,4.0,10-01-1987
46,11,322.7,152.0,30.0,18.2,2.0,4.0,11-01-1961
47,12,139.4,208.1,30.2,17.3,1.0,4.0,12-01-1981
48,1,269.7,242.5,26.3,17.8,3.0,5.0,01-01-1961
49,2,193.9,181.1,27.6,17.5,3.0,5.0,02-01-1968
50,3,71.9,59.7,26.7,16.9,1.0,5.0,03-01-1981
51,4,23.1,14.2,26.0,17.0,3.0,5.0,04-01-1974
52,5,0.0,0.0,26.0,10.4,2.0,5.0,05-01-1989
53,6,0.0,0.0,21.5,7.1,2.0,5.0,06-01-1976
54,7,0.0,0.0,24.9,9.4,2.0,5.0,07-01-1966
55,8,0.0,0.0,26.7,8.9,2.0,5.0,08-01-1963
56,9,0.0,3.8,31.0,14.4,2.0,5.0,09-01-1983
57,10,170.3,188.8,27.9,16.9,3.0,5.0,10-01-1978
58,11,150.7,35.1,31.3,18.4,3.0,5.0,11-01-1988
59,12,178.1,158.0,26.0,17.0,3.0,5.0,12-01-1961
60,1,156.3,219.4,28.6,16.9,2.0,6.0,01-01-1968
61,2,96.4,41.0,27.9,17.1,1.0,6.0,02-01-1990
62,3,71.9,59.7,26.7,16.9,1.0,6.0,03-01-1981
63,4,3.6,12.4,26.0,13.5,3.0,6.0,04-01-1968
64,5,0.0,0.0,23.6,10.9,2.0,6.0,05-01-1962
65,6,0.0,0.0,21.9,7.1,2.0,6.0,06-01-1965
66,7,0.0,0.0,22.7,9.6,2.0,6.0,07-01-1964
67,8,1.0,32.5,27.2,11.5,1.0,6.0,08-01-1982
68,9,13.7,11.7,30.1,15.3,2.0,6.0,09-01-1966
69,10,139.8,97.1,27.9,16.9,1.0,6.0,10-01-1982
70,11,217.7,163.0,31.2,18.1,3.0,6.0,11-01-1973
71,12,148.1,286.3,26.0,17.2,3.0,6.0,12-01-1973
72,1,156.3,219.4,28.6,16.9,2.0,7.0,01-01-1968
73,2,266.0,209.1,27.0,14.9,3.0,7.0,02-01-1961
74,3,45.1,14.5,27.1,16.8,3.0,7.0,03-01-1973
75,4,12.4,10.1,26.0,13.5,3.0,7.0,04-01-1963
76,5,0.0,0.0,28.4,12.8,2.0,7.0,05-01-1963
77,6,0.0,0.0,23.9,7.7,1.0,7.0,06-01-1985
78,7,0.0,0.0,22.7,9.6,2.0,7.0,07-01-1970
79,8,0.0,0.0,26.7,8.9,2.0,7.0,08-01-1978
80,9,0.0,2.3,29.8,14.3,2.0,7.0,09-01-1962
81,10,146.6,147.4,27.9,16.9,3.0,7.0,10-01-1969
82,11,322.7,152.0,30.0,18.2,2.0,7.0,11-01-1961
83,12,180.8,178.8,26.0,17.2,3.0,7.0,12-01-1967
84,1,235.5,237.9,26.3,17.8,1.0,8.0,01-01-1982
85,2,281.6,272.9,26.5,17.9,1.0,8.0,02-01-1981
86,3,84.1,78.3,28.5,16.8,3.0,8.0,03-01-1972
87,4,4.3,4.6,26.0,13.7,2.0,8.0,04-01-1973
88,5,0.0,0.0,24.6,10.2,2.0,8.0,05-01-1973
89,6,0.0,0.0,21.5,7.1,2.0,8.0,06-01-1966
90,7,0.0,0.0,23.3,7.6,2.0,8.0,07-01-1978
91,8,27.2,17.3,27.2,11.5,3.0,8.0,08-01-1966
92,9,70.9,0.2,29.8,14.3,1.0,8.0,09-01-1982
93,10,23.2,23.6,29.0,14.5,3.0,8.0,10-01-1987
94,11,336.9,447.0,29.6,15.8,3.0,8.0,11-01-1968
95,12,295.3,144.9,30.2,17.3,3.0,8.0,12-01-1977
96,1,226.9,282.8,26.3,17.8,3.0,9.0,01-01-1978
97,2,112.2,194.3,27.6,17.5,3.0,9.0,02-01-1989
98,3,47.4,88.8,28.0,15.3,1.0,9.0,03-01-1982
99,4,19.3,0.0,26.0,17.0,2.0,9.0,04-01-1975
100,5,0.0,0.0,28.4,12.8,2.0,9.0,05-01-1984
101,6,0.0,0.0,21.5,7.1,2.0,9.0,06-01-1965
102,7,0.0,0.0,23.3,7.6,1.0,9.0,07-01-1981
103,8,0.0,2.8,26.7,8.9,2.0,9.0,08-01-1964
104,9,16.3,6.1,29.8,14.3,2.0,9.0,09-01-1969
105,10,146.6,147.4,29.0,14.5,3.0,9.0,10-01-1969
106,11,140.2,71.4,31.2,18.1,1.0,9.0,11-01-1990
107,12,232.8,233.0,27.7,17.8,3.0,9.0,12-01-1983
108,1,214.8,286.6,28.6,16.9,3.0,10.0,01-01-1974
109,2,286.9,261.0,27.0,14.9,3.0,10.0,02-01-1988
110,3,32.5,53.8,27.1,16.8,2.0,10.0,03-01-1970
111,4,6.9,6.0,26.0,15.7,1.0,10.0,04-01-1982
112,5,0.0,0.0,23.6,10.9,1.0,10.0,05-01-1981
113,6,0.0,0.0,26.0,10.6,1.0,10.0,06-01-1982
114,7,0.0,0.0,24.5,8.7,2.0,10.0,07-01-1970
115,8,0.0,0.0,27.5,11.2,2.0,10.0,08-01-1987
116,9,16.3,6.1,30.5,15.3,2.0,10.0,09-01-1969
117,10,115.6,55.2,33.2,17.6,3.0,10.0,10-01-1983
118,11,332.5,195.9,31.2,17.4,3.0,10.0,11-01-1977
119,12,349.2,339.7,26.0,17.0,1.0,10.0,12-01-1980
120,1,325.2,194.5,27.7,16.4,3.0,11.0,01-01-1964
121,2,132.5,137.7,27.6,17.5,3.0,11.0,02-01-1971
122,3,47.4,88.8,28.0,15.3,1.0,11.0,03-01-1982
123,4,0.0,7.7,26.0,13.5,1.0,11.0,04-01-1985
124,5,0.0,0.0,25.6,11.1,2.0,11.0,05-01-1962
125,6,0.0,0.0,23.9,7.7,2.0,11.0,06-01-1969
126,7,0.0,0.0,24.5,8.7,2.0,11.0,07-01-1964
127,8,0.0,0.0,26.1,10.1,1.0,11.0,08-01-1990
128,9,2.5,7.6,31.0,14.4,1.0,11.0,09-01-1980
129,10,74.1,124.6,31.2,16.2,3.0,11.0,10-01-1961
130,11,434.2,252.6,31.2,18.1,3.0,11.0,11-01-1962
131,12,277.1,218.3,26.0,17.2,1.0,11.0,12-01-1985
132,1,260.6,165.3,27.7,16.4,1.0,12.0,01-01-1980
133,2,223.2,218.5,27.9,17.1,3.0,12.0,02-01-1963
134,3,45.1,14.5,27.5,16.6,3.0,12.0,03-01-1973
135,4,0.0,0.0,26.0,17.0,2.0,12.0,04-01-1977
136,5,0.0,0.0,28.4,12.8,2.0,12.0,05-01-1975
137,6,0.0,0.0,23.9,7.7,2.0,12.0,06-01-1988
138,7,0.0,0.0,24.5,8.7,2.0,12.0,07-01-1988
139,8,0.0,0.0,26.1,10.1,2.0,12.0,08-01-1977
140,9,62.1,24.3,28.9,13.3,1.0,12.0,09-01-1990
141,10,23.2,23.6,27.9,16.9,3.0,12.0,10-01-1987
142,11,266.2,140.1,31.2,17.4,3.0,12.0,11-01-1970
143,12,306.3,190.2,26.0,17.2,3.0,12.0,12-01-1966
144,1,217.4,177.8,27.0,17.0,3.0,13.0,01-01-1965
145,2,124.1,20.4,26.8,17.2,2.0,13.0,02-01-1970
146,3,71.9,59.7,26.7,16.9,1.0,13.0,03-01-1981
147,4,0.0,0.0,26.0,17.0,2.0,13.0,04-01-1977
148,5,0.0,0.0,25.2,11.3,1.0,13.0,05-01-1985
149,6,0.0,0.0,26.0,10.6,2.0,13.0,06-01-1975
150,7,0.0,0.0,22.7,9.6,2.0,13.0,07-01-1971
151,8,8.1,2.0,25.5,9.9,2.0,13.0,08-01-1972
152,9,54.5,20.8,28.9,13.3,2.0,13.0,09-01-1976
153,10,115.6,55.2,27.9,16.9,3.0,13.0,10-01-1983
154,11,184.1,140.0,29.6,15.8,3.0,13.0,11-01-1969
155,12,270.5,159.2,26.0,17.0,3.0,13.0,12-01-1975
156,1,302.9,219.1,28.6,16.9,1.0,14.0,01-01-1985
157,2,81.8,51.5,26.5,17.9,3.0,14.0,02-01-1983
158,3,10.7,43.7,27.5,16.6,2.0,14.0,03-01-1965
159,4,0.0,5.3,26.0,15.7,2.0,14.0,04-01-1989
160,5,0.0,0.0,25.6,11.1,2.0,14.0,05-01-1963
161,6,0.0,0.0,21.5,7.1,2.0,14.0,06-01-1966
162,7,0.0,0.0,24.7,8.2,2.0,14.0,07-01-1961
163,8,0.0,0.0,26.7,8.9,2.0,14.0,08-01-1974
164,9,7.8,0.0,31.0,14.4,2.0,14.0,09-01-1975
165,10,36.6,16.4,33.2,17.6,2.0,14.0,10-01-1977
166,11,177.8,100.9,31.3,18.4,2.0,14.0,11-01-1967
167,12,183.4,122.1,27.7,17.8,3.0,14.0,12-01-1971
168,1,250.3,268.1,27.0,17.0,2.0,15.0,01-01-1987
169,2,169.6,60.5,26.8,17.2,3.0,15.0,02-01-1984
170,3,187.3,97.6,26.7,16.9,3.0,15.0,03-01-1961
171,4,43.5,13.7,26.0,13.5,3.0,15.0,04-01-1962
172,5,6.0,0.0,25.6,11.1,2.0,15.0,05-01-1988
173,6,0.0,0.0,21.5,7.1,2.0,15.0,06-01-1964
174,7,0.0,0.0,22.7,9.6,2.0,15.0,07-01-1973
175,8,0.0,7.3,26.1,10.1,2.0,15.0,08-01-1988
176,9,13.7,11.7,30.1,15.3,2.0,15.0,09-01-1966
177,10,167.8,38.2,29.6,16.8,3.0,15.0,10-01-1970
178,11,174.0,241.6,31.2,17.4,3.0,15.0,11-01-1983
179,12,162.8,298.2,26.0,17.2,3.0,15.0,12-01-1972
180,1,250.4,228.8,26.3,17.8,3.0,16.0,01-01-1962
181,2,81.8,51.5,26.5,17.9,3.0,16.0,02-01-1983
182,3,71.9,59.7,26.7,16.9,1.0,16.0,03-01-1981
183,4,4.1,2.6,26.0,17.0,2.0,16.0,04-01-1966
184,5,0.0,1.4,24.6,10.2,2.0,16.0,05-01-1978
185,6,0.0,0.0,21.5,7.1,2.0,16.0,06-01-1967
186,7,0.0,0.0,23.3,7.6,1.0,16.0,07-01-1981
187,8,0.0,0.0,26.1,10.1,1.0,16.0,08-01-1990
188,9,2.5,7.6,31.0,14.4,1.0,16.0,09-01-1980
189,10,121.6,48.6,31.2,16.2,2.0,16.0,10-01-1964
190,11,150.7,35.1,29.6,15.8,3.0,16.0,11-01-1988
191,12,180.8,178.8,26.0,17.2,3.0,16.0,12-01-1967
192,1,216.0,143.3,27.0,17.0,3.0,17.0,01-01-1988
193,2,288.9,310.8,26.8,17.2,3.0,17.0,02-01-1977
194,3,71.9,59.7,26.7,16.9,1.0,17.0,03-01-1981
195,4,20.4,0.0,26.0,17.0,1.0,17.0,04-01-1980
196,5,0.0,0.0,23.6,10.9,2.0,17.0,05-01-1969
197,6,0.0,0.0,23.9,7.7,2.0,17.0,06-01-1969
198,7,0.0,0.0,24.5,8.7,2.0,17.0,07-01-1974
199,8,16.2,0.0,25.5,9.9,2.0,17.0,08-01-1965
200,9,7.7,0.0,30.5,15.3,2.0,17.0,09-01-1967
201,10,110.7,54.9,31.1,15.9,3.0,17.0,10-01-1965
202,11,310.4,232.5,31.2,18.1,3.0,17.0,11-01-1963
203,12,268.4,185.5,26.0,17.2,3.0,17.0,12-01-1987
204,1,350.7,269.5,27.0,17.0,2.0,18.0,01-01-1989
205,2,81.8,51.5,27.6,17.5,3.0,18.0,02-01-1983
206,3,161.8,116.6,27.1,16.8,3.0,18.0,03-01-1967
207,4,1.0,11.2,26.0,13.7,3.0,18.0,04-01-1971
208,5,0.0,0.0,23.6,10.9,2.0,18.0,05-01-1973
209,6,0.0,0.0,25.5,11.0,2.0,18.0,06-01-1972
210,7,0.0,0.0,24.5,8.7,2.0,18.0,07-01-1973
211,8,0.0,0.0,27.5,11.2,2.0,18.0,08-01-1962
212,9,13.7,11.7,30.1,15.3,2.0,18.0,09-01-1966
213,10,119.7,96.1,29.0,14.5,1.0,18.0,10-01-1980
214,11,135.2,128.9,31.2,18.1,3.0,18.0,11-01-1964
215,12,268.4,185.5,30.2,17.3,3.0,18.0,12-01-1987
216,1,226.9,282.8,27.0,17.0,3.0,19.0,01-01-1978
217,2,143.3,40.7,27.6,17.5,1.0,19.0,02-01-1982
218,3,161.8,116.6,27.5,16.6,3.0,19.0,03-01-1967
219,4,0.0,0.0,26.0,15.7,2.0,19.0,04-01-1965
220,5,0.0,0.0,24.6,10.2,1.0,19.0,05-01-1982
221,6,0.0,0.0,26.0,10.6,1.0,19.0,06-01-1982
222,7,0.0,0.0,23.3,7.6,2.0,19.0,07-01-1965
223,8,0.0,0.0,26.1,10.1,2.0,19.0,08-01-1983
224,9,2.5,7.6,31.0,14.4,1.0,19.0,09-01-1980
225,10,189.4,95.6,29.6,16.8,1.0,19.0,10-01-1986
226,11,134.8,144.8,31.3,18.4,3.0,19.0,11-01-1966
227,12,396.5,361.4,27.7,17.8,3.0,19.0,12-01-1962
228,1,235.5,237.9,26.3,17.8,1.0,20.0,01-01-1982
229,2,183.1,70.8,27.9,17.1,3.0,20.0,02-01-1967
230,3,45.1,14.5,28.0,15.3,3.0,20.0,03-01-1973
231,4,4.1,2.6,26.0,17.0,2.0,20.0,04-01-1966
232,5,0.0,0.0,23.6,10.9,1.0,20.0,05-01-1981
233,6,0.0,0.0,21.9,7.1,2.0,20.0,06-01-1961
234,7,0.0,0.0,24.9,9.4,2.0,20.0,07-01-1964
235,8,1.0,32.5,27.2,11.5,1.0,20.0,08-01-1982
236,9,25.7,54.0,30.5,15.3,3.0,20.0,09-01-1987
237,10,146.6,147.4,29.6,16.8,3.0,20.0,10-01-1969
238,11,130.2,112.7,30.0,18.2,3.0,20.0,11-01-1972
239,12,180.8,178.8,26.0,17.2,3.0,20.0,12-01-1967
240,1,226.9,282.8,27.0,17.0,3.0,21.0,01-01-1978
241,2,81.8,51.5,27.0,14.9,3.0,21.0,02-01-1983
242,3,218.7,179.3,28.5,16.8,3.0,21.0,03-01-1978
243,4,0.0,0.0,26.0,15.7,2.0,21.0,04-01-1984
244,5,0.0,0.0,23.6,10.9,2.0,21.0,05-01-1983
245,6,0.0,0.0,21.9,7.1,2.0,21.0,06-01-1987
246,7,0.0,0.0,24.7,8.2,2.0,21.0,07-01-1962
247,8,0.0,0.0,25.5,9.9,2.0,21.0,08-01-1974
248,9,0.0,0.5,31.0,14.4,2.0,21.0,09-01-1963
249,10,63.0,31.3,31.1,15.9,3.0,21.0,10-01-1968
250,11,434.2,252.6,29.6,15.8,3.0,21.0,11-01-1962
251,12,178.1,158.0,27.7,17.8,3.0,21.0,12-01-1961
252,1,260.6,165.3,27.7,16.4,1.0,22.0,01-01-1980
253,2,124.1,20.4,26.8,17.2,2.0,22.0,02-01-1970
254,3,45.1,14.5,26.7,16.9,3.0,22.0,03-01-1973
255,4,23.1,14.2,26.0,15.7,3.0,22.0,04-01-1974
256,5,0.0,0.0,28.4,12.8,2.0,22.0,05-01-1974
257,6,0.0,0.0,25.5,11.0,2.0,22.0,06-01-1973
258,7,0.0,3.5,23.3,7.6,2.0,22.0,07-01-1977
259,8,0.0,0.4,26.7,8.9,2.0,22.0,08-01-1984
260,9,7.7,0.0,29.7,13.9,2.0,22.0,09-01-1967
261,10,139.8,97.1,27.9,16.9,1.0,22.0,10-01-1982
262,11,215.2,124.2,30.0,18.2,3.0,22.0,11-01-1975
263,12,183.4,122.1,30.2,17.3,3.0,22.0,12-01-1971
264,1,270.8,164.4,27.7,16.4,2.0,23.0,01-01-1975
265,2,112.2,194.3,26.8,17.2,3.0,23.0,02-01-1989
266,3,72.1,30.9,28.5,16.8,3.0,23.0,03-01-1974
267,4,5.1,5.6,26.0,15.7,2.0,23.0,04-01-1961
268,5,0.0,1.4,28.4,12.8,2.0,23.0,05-01-1978
269,6,0.0,0.0,26.0,10.6,2.0,23.0,06-01-1986
270,7,0.0,0.0,24.9,9.4,2.0,23.0,07-01-1984
271,8,0.0,0.0,23.0,9.0,2.0,23.0,08-01-1976
272,9,0.8,0.8,31.0,14.4,2.0,23.0,09-01-1964
273,10,32.6,15.6,33.2,17.6,1.0,23.0,10-01-1990
274,11,339.6,231.4,31.2,17.4,3.0,23.0,11-01-1979
275,12,349.2,339.7,26.0,17.0,1.0,23.0,12-01-1980
276,1,324.0,279.1,28.6,16.9,3.0,24.0,01-01-1971
277,2,183.1,70.8,27.6,17.5,3.0,24.0,02-01-1967
278,3,161.8,116.6,27.5,16.6,3.0,24.0,03-01-1967
279,4,82.4,19.8,26.0,13.5,3.0,24.0,04-01-1978
280,5,0.0,0.0,26.0,10.4,2.0,24.0,05-01-1970
281,6,0.0,0.0,21.5,7.1,2.0,24.0,06-01-1967
282,7,0.0,0.0,24.5,8.7,2.0,24.0,07-01-1979
283,8,0.0,2.8,23.0,9.0,2.0,24.0,08-01-1964
284,9,0.0,2.3,31.0,14.4,2.0,24.0,09-01-1962
285,10,32.6,15.6,33.2,17.6,1.0,24.0,10-01-1990
286,11,215.2,124.2,31.3,18.4,3.0,24.0,11-01-1975
287,12,268.4,185.5,26.0,17.2,3.0,24.0,12-01-1987
288,1,250.4,228.8,28.6,16.9,3.0,25.0,01-01-1962
289,2,223.2,218.5,27.9,17.1,3.0,25.0,02-01-1963
290,3,122.0,179.0,28.5,16.8,3.0,25.0,03-01-1980
291,4,12.4,10.1,26.0,13.7,3.0,25.0,04-01-1963
292,5,0.0,0.0,26.0,10.4,2.0,25.0,05-01-1979
293,6,0.0,0.0,26.0,10.6,2.0,25.0,06-01-1979
294,7,0.0,0.0,24.5,8.7,2.0,25.0,07-01-1966
295,8,0.0,0.0,23.0,9.0,2.0,25.0,08-01-1973
296,9,2.5,7.6,31.0,14.4,1.0,25.0,09-01-1980
297,10,126.2,97.8,29.0,14.5,2.0,25.0,10-01-1988
298,11,130.2,112.7,31.2,18.1,3.0,25.0,11-01-1972
299,12,126.1,40.9,26.0,17.2,3.0,25.0,12-01-1986
300,1,350.7,269.5,27.0,17.0,2.0,26.0,01-01-1989
301,2,132.5,137.7,26.5,17.9,3.0,26.0,02-01-1971
302,3,32.5,53.8,26.7,16.9,2.0,26.0,03-01-1970
303,4,3.6,12.4,26.0,17.0,3.0,26.0,04-01-1968
304,5,0.0,0.0,25.2,11.3,2.0,26.0,05-01-1963
305,6,0.0,0.0,23.9,7.7,2.0,26.0,06-01-1971
306,7,0.0,0.0,24.9,9.4,2.0,26.0,07-01-1970
307,8,0.0,0.0,27.5,11.2,2.0,26.0,08-01-1963
308,9,0.8,0.8,30.5,15.3,2.0,26.0,09-01-1964
309,10,36.6,16.4,33.2,17.6,2.0,26.0,10-01-1977
310,11,230.1,293.2,29.6,15.8,3.0,26.0,11-01-1978
311,12,227.9,222.2,27.7,17.8,3.0,26.0,12-01-1989
312,1,217.4,177.8,28.6,16.9,3.0,27.0,01-01-1965
313,2,229.6,219.9,26.5,17.9,3.0,27.0,02-01-1976
314,3,45.1,14.5,28.0,15.3,3.0,27.0,03-01-1973
315,4,73.6,14.2,26.0,17.0,3.0,27.0,04-01-1976
316,5,0.0,0.0,26.0,10.4,2.0,27.0,05-01-1969
317,6,0.0,0.0,26.0,10.6,1.0,27.0,06-01-1982
318,7,0.0,0.0,22.4,8.5,2.0,27.0,07-01-1965
319,8,0.0,2.8,26.7,8.9,2.0,27.0,08-01-1964
320,9,7.8,0.0,29.8,14.3,2.0,27.0,09-01-1975
321,10,30.0,111.8,31.1,15.9,1.0,27.0,10-01-1981
322,11,266.2,140.1,31.2,17.4,3.0,27.0,11-01-1970
323,12,200.7,356.5,27.7,17.8,3.0,27.0,12-01-1988
324,1,276.9,283.6,26.3,17.8,3.0,28.0,01-01-1970
325,2,229.7,72.1,27.6,17.5,3.0,28.0,02-01-1979
326,3,84.1,78.3,28.0,15.3,3.0,28.0,03-01-1972
327,4,82.4,19.8,26.0,15.7,3.0,28.0,04-01-1978
328,5,0.0,0.0,23.6,10.9,2.0,28.0,05-01-1977
329,6,0.0,0.0,21.9,7.1,2.0,28.0,06-01-1977
330,7,0.0,0.0,23.3,7.6,2.0,28.0,07-01-1975
331,8,2.3,0.0,25.5,9.9,2.0,28.0,08-01-1971
332,9,0.0,2.3,29.8,14.3,2.0,28.0,09-01-1962
333,10,114.0,48.2,31.2,16.2,2.0,28.0,10-01-1967
334,11,310.4,232.5,31.2,17.4,3.0,28.0,11-01-1963
335,12,311.1,228.4,27.7,17.8,3.0,28.0,12-01-1976
336,1,250.3,268.1,27.0,17.0,2.0,29.0,01-01-1987
337,2,195.2,227.8,27.6,17.5,3.0,29.0,02-01-1978
338,3,179.3,26.2,28.0,15.3,3.0,29.0,03-01-1989
339,4,73.6,14.2,27.3,15.8,3.0,29.0,04-01-1976
340,5,0.0,0.0,25.2,11.3,1.0,29.0,05-01-1985
341,6,0.0,0.0,25.5,11.0,2.0,29.0,06-01-1969
342,7,0.0,0.0,24.7,8.2,2.0,29.0,07-01-1972
343,8,0.0,0.0,23.0,9.0,1.0,29.0,08-01-1980
344,9,4.6,21.1,28.9,13.3,2.0,29.0,09-01-1965
345,10,146.6,147.4,29.6,16.8,3.0,29.0,10-01-1969
346,11,217.7,163.0,31.2,18.1,3.0,29.0,11-01-1973
347,12,255.3,106.7,27.7,17.8,1.0,29.0,12-01-1990
348,1,254.9,149.9,26.3,17.8,3.0,30.0,01-01-1979
349,2,190.8,123.8,27.0,14.9,3.0,30.0,02-01-1969
350,3,45.1,14.5,27.1,16.8,3.0,30.0,03-01-1973
351,4,61.2,21.1,26.3,15.1,1.0,30.0,04-01-1990
352,5,0.0,0.0,25.6,11.1,2.0,30.0,05-01-1962
353,6,0.0,0.0,21.9,7.1,2.0,30.0,06-01-1989
354,7,0.0,0.0,24.9,9.4,2.0,30.0,07-01-1964
355,8,0.0,0.0,25.5,9.9,2.0,30.0,08-01-1987
356,9,4.6,21.1,28.9,13.3,2.0,30.0,09-01-1965
357,10,146.4,97.8,29.6,16.8,2.0,30.0,10-01-1963
358,11,332.5,195.9,29.6,15.8,3.0,30.0,11-01-1977
359,12,355.5,260.0,30.2,17.3,3.0,30.0,12-01-1964
360,1,254.9,149.9,28.6,16.9,3.0,31.0,01-01-1979
361,2,286.9,261.0,27.9,17.1,3.0,31.0,02-01-1988
362,3,182.5,92.3,26.7,16.9,3.0,31.0,03-01-1988
363,4,3.6,12.4,26.0,17.0,3.0,31.0,04-01-1968
364,5,0.0,0.0,24.6,10.2,2.0,31.0,05-01-1964
365,6,0.0,0.0,21.5,7.1,1.0,31.0,06-01-1980
366,7,0.0,0.0,22.4,8.5,1.0,31.0,07-01-1980
367,8,0.0,0.0,25.5,9.9,2.0,31.0,08-01-1975
368,9,0.0,0.0,30.5,15.3,2.0,31.0,09-01-1978
369,10,121.6,48.6,31.2,16.2,2.0,31.0,10-01-1964
370,11,189.8,162.2,31.2,18.1,3.0,31.0,11-01-1984
371,12,299.4,203.3,30.2,17.3,2.0,31.0,12-01-1969
372,1,302.0,138.5,26.3,17.8,3.0,32.0,01-01-1986
373,2,138.4,47.1,27.9,17.1,2.0,32.0,02-01-1987
374,3,53.4,54.8,26.7,16.9,2.0,32.0,03-01-1966
375,4,5.1,5.6,26.0,13.5,2.0,32.0,04-01-1961
376,5,0.0,0.0,25.2,11.3,2.0,32.0,05-01-1975
377,6,0.0,0.0,21.9,7.1,1.0,32.0,06-01-1981
378,7,0.0,0.0,24.7,8.2,2.0,32.0,07-01-1972
379,8,0.0,0.0,27.5,11.2,1.0,32.0,08-01-1981
380,9,16.7,11.8,30.1,15.3,2.0,32.0,09-01-1979
381,10,32.6,15.6,33.2,17.6,1.0,32.0,10-01-1990
382,11,249.5,98.5,31.3,18.4,3.0,32.0,11-01-1987
383,12,130.1,114.9,27.7,17.8,3.0,32.0,12-01-1982
384,1,325.2,194.5,28.6,16.9,3.0,33.0,01-01-1964
385,2,116.0,78.1,27.9,17.1,3.0,33.0,02-01-1973
386,3,6.1,0.8,27.1,16.8,3.0,33.0,03-01-1968
387,4,4.0,5.4,26.0,17.0,2.0,33.0,04-01-1987
388,5,0.0,0.0,23.6,10.9,1.0,33.0,05-01-1981
389,6,0.0,0.0,26.0,10.6,2.0,33.0,06-01-1987
390,7,0.0,3.5,24.9,9.4,2.0,33.0,07-01-1977
391,8,2.3,0.0,27.5,11.2,2.0,33.0,08-01-1970
392,9,4.6,21.1,28.9,13.3,2.0,33.0,09-01-1965
393,10,146.4,97.8,29.6,16.8,2.0,33.0,10-01-1963
394,11,258.6,109.1,31.3,18.4,1.0,33.0,11-01-1982
395,12,355.5,260.0,30.2,17.3,3.0,33.0,12-01-1964
396,1,250.4,228.8,27.7,16.4,3.0,34.0,01-01-1962
397,2,248.6,110.8,27.0,14.9,3.0,34.0,02-01-1975
