,month,kasempa_precip,kaoma_precip,max_temp,min_temp,temp_fill_indicator,year,sample_date
5266,11,266.2,140.1,31.2,18.1,3.0,439.0,11-01-1970
5267,12,349.2,339.7,26.0,17.0,1.0,439.0,12-01-1980
5268,1,99.0,52.6,27.7,16.4,3.0,440.0,01-01-1973
5269,2,229.6,219.9,26.5,17.9,3.0,440.0,02-01-1976
5270,3,207.5,50.5,27.1,16.8,1.0,440.0,03-01-1985
5271,4,1.0,1.1,26.0,15.7,2.0,440.0,04-01-1988
5272,5,0.0,0.0,25.6,11.1,2.0,440.0,05-01-1974
5273,6,0.0,0.0,25.5,11.0,2.0,440.0,06-01-1962
5274,7,0.0,0.0,22.4,8.5,1.0,440.0,07-01-1980
5275,8,0.0,0.0,26.7,8.9,2.0,440.0,08-01-1977
5276,9,0.0,0.0,29.7,13.9,2.0,440.0,09-01-1988
5277,10,119.7,96.1,29.0,14.5,1.0,440.0,10-01-1980
5278,11,202.6,166.5,31.2,18.1,3.0,440.0,11-01-1965
5279,12,299.4,203.3,30.2,17.3,2.0,440.0,12-01-1969
5280,1,156.3,219.4,28.6,16.9,2.0,441.0,01-01-1968
5281,2,85.9,60.3,26.5,17.9,3.0,441.0,02-01-1964
5282,3,24.5,0.0,27.5,16.6,3.0,441.0,03-01-1963
5283,4,82.4,19.8,26.0,13.7,3.0,441.0,04-01-1978
5284,5,0.0,0.0,26.0,10.4,1.0,441.0,05-01-1980
5285,6,0.0,0.0,25.5,11.0,2.0,441.0,06-01-1968
5286,7,0.0,0.0,24.5,8.7,1.0,441.0,07-01-1986
5287,8,0.0,0.0,23.0,9.0,2.0,441.0,08-01-1977
5288,9,7.7,0.0,30.5,15.3,2.0,441.0,09-01-1973
5289,10,139.8,97.1,27.9,16.9,1.0,441.0,10-01-1982
5290,11,130.2,112.7,31.3,18.4,3.0,441.0,11-01-1972
5291,12,126.1,40.9,26.0,17.2,3.0,441.0,12-01-1986
5292,1,302.9,219.1,28.6,16.9,1.0,442.0,01-01-1985
5293,2,183.1,70.8,26.8,17.2,3.0,442.0,02-01-1967
5294,3,165.3,75.0,27.5,16.6,3.0,442.0,03-01-1979
5295,4,4.0,5.4,26.0,13.5,2.0,442.0,04-01-1987
5296,5,0.0,0.0,25.6,11.1,2.0,442.0,05-01-1983
5297,6,0.0,0.0,21.5,7.1,2.0,442.0,06-01-1979
5298,7,0.0,0.0,24.9,9.4,1.0,442.0,07-01-1990
5299,8,2.3,0.0,27.5,11.2,2.0,442.0,08-01-1970
5300,9,13.7,11.7,30.1,15.3,2.0,442.0,09-01-1966
5301,10,36.6,16.4,33.2,17.6,2.0,442.0,10-01-1977
5302,11,181.2,130.6,29.6,15.8,3.0,442.0,11-01-1976
5303,12,126.1,40.9,30.2,17.3,3.0,442.0,12-01-1986
5304,1,296.3,316.4,27.0,17.0,3.0,443.0,01-01-1966
5305,2,190.8,123.8,26.8,17.2,3.0,443.0,02-01-1969
5306,3,43.1,30.8,27.5,16.6,3.0,443.0,03-01-1971
5307,4,41.0,4.9,26.0,17.0,2.0,443.0,04-01-1972
5308,5,0.0,0.0,28.4,12.8,2.0,443.0,05-01-1963
5309,6,0.0,0.0,26.0,10.6,2.0,443.0,06-01-1968
5310,7,0.0,0.0,24.7,8.2,1.0,443.0,07-01-1985
5311,8,1.0,32.5,27.2,11.5,1.0,443.0,08-01-1982
5312,9,5.3,3.0,29.8,14.3,2.0,443.0,09-01-1968
5313,10,32.6,15.6,33.2,17.6,1.0,443.0,10-01-1990
5314,11,469.7,109.9,31.3,18.4,2.0,443.0,11-01-1971
5315,12,355.5,260.0,26.0,17.2,3.0,443.0,12-01-1964
5316,1,157.4,199.6,28.6,16.9,3.0,444.0,01-01-1983
5317,2,190.8,123.8,27.0,14.9,3.0,444.0,02-01-1969
5318,3,260.2,120.3,28.5,16.8,1.0,444.0,03-01-1990
5319,4,11.1,15.0,26.0,17.0,3.0,444.0,04-01-1970
5320,5,4.8,11.0,23.6,10.9,3.0,444.0,05-01-1966
5321,6,0.0,0.0,21.9,7.1,2.0,444.0,06-01-1963
5322,7,0.0,0.0,22.4,8.5,2.0,444.0,07-01-1965
5323,8,0.0,0.0,26.1,10.1,2.0,444.0,08-01-1967
5324,9,7.8,0.0,29.7,13.9,2.0,444.0,09-01-1975
5325,10,116.6,99.1,29.0,14.5,2.0,444.0,10-01-1984
5326,11,215.2,124.2,29.6,15.8,3.0,444.0,11-01-1975
5327,12,270.5,159.2,26.0,17.2,3.0,444.0,12-01-1975
5328,1,250.8,199.5,27.0,17.0,3.0,445.0,01-01-1990
5329,2,286.9,261.0,27.9,17.1,3.0,445.0,02-01-1988
5330,3,182.5,92.3,28.5,16.8,3.0,445.0,03-01-1988
5331,4,11.1,15.0,26.3,15.1,3.0,445.0,04-01-1970
5332,5,0.0,0.0,24.6,10.2,2.0,445.0,05-01-1967
5333,6,0.0,0.0,26.0,10.6,1.0,445.0,06-01-1982
5334,7,0.0,0.0,23.3,7.6,2.0,445.0,07-01-1987
5335,8,0.0,0.0,23.0,9.0,1.0,445.0,08-01-1980
5336,9,0.0,3.8,31.0,14.4,2.0,445.0,09-01-1983
5337,10,146.4,97.8,29.6,16.8,2.0,445.0,10-01-1963
5338,11,215.2,124.2,30.0,18.2,3.0,445.0,11-01-1975
5339,12,180.8,178.8,27.7,17.8,3.0,445.0,12-01-1967
5340,1,157.4,199.6,28.6,16.9,3.0,446.0,01-01-1983
5341,2,169.6,60.5,27.9,17.1,3.0,446.0,02-01-1984
5342,3,161.8,116.6,27.1,16.8,3.0,446.0,03-01-1967
5343,4,108.9,204.8,27.3,15.8,1.0,446.0,04-01-1986
5344,5,0.0,0.0,25.6,11.1,2.0,446.0,05-01-1964
5345,6,0.0,0.0,26.0,10.6,2.0,446.0,06-01-1966
5346,7,0.0,0.0,23.3,7.6,2.0,446.0,07-01-1979
5347,8,0.0,0.0,26.1,10.1,2.0,446.0,08-01-1967
5348,9,7.8,0.0,31.0,14.4,2.0,446.0,09-01-1975
5349,10,121.7,47.6,31.2,16.2,1.0,446.0,10-01-1985
5350,11,469.7,109.9,31.3,18.4,2.0,446.0,11-01-1971
5351,12,311.1,228.4,26.0,17.2,3.0,446.0,12-01-1976
5352,1,175.0,263.4,27.0,17.0,1.0,447.0,01-01-1981
5353,2,81.8,51.5,26.8,17.2,3.0,447.0,02-01-1983
5354,3,138.5,95.5,27.5,16.6,3.0,447.0,03-01-1962
5355,4,0.3,0.4,26.0,13.7,2.0,447.0,04-01-1979
5356,5,0.0,0.0,26.0,10.4,1.0,447.0,05-01-1980
5357,6,0.0,0.0,26.0,10.6,2.0,447.0,06-01-1964
5358,7,0.0,0.0,22.7,9.6,2.0,447.0,07-01-1983
5359,8,0.0,0.0,26.1,10.1,2.0,447.0,08-01-1967
5360,9,25.7,54.0,30.5,15.3,3.0,447.0,09-01-1987
5361,10,167.8,38.2,31.1,15.9,3.0,447.0,10-01-1970
5362,11,140.2,71.4,31.2,18.1,1.0,447.0,11-01-1990
5363,12,200.7,356.5,27.7,17.8,3.0,447.0,12-01-1988
5364,1,296.3,316.4,27.7,16.4,3.0,448.0,01-01-1966
5365,2,66.6,24.3,26.8,17.2,1.0,448.0,02-01-1985
5366,3,218.7,179.3,27.1,16.8,3.0,448.0,03-01-1978
5367,4,82.4,19.8,27.3,15.8,3.0,448.0,04-01-1978
5368,5,0.0,0.0,25.6,11.1,1.0,448.0,05-01-1986
5369,6,0.0,0.0,25.5,11.0,2.0,448.0,06-01-1971
5370,7,0.0,0.0,22.7,9.6,2.0,448.0,07-01-1975
5371,8,2.3,0.0,26.7,8.9,2.0,448.0,08-01-1971
5372,9,0.0,0.0,29.8,14.3,2.0,448.0,09-01-1978
5373,10,119.4,27.5,31.1,15.9,3.0,448.0,10-01-1971
5374,11,469.7,109.9,31.3,18.4,2.0,448.0,11-01-1971
5375,12,162.8,298.2,26.0,17.2,3.0,448.0,12-01-1972
5376,1,325.2,194.5,27.0,17.0,3.0,449.0,01-01-1964
5377,2,229.6,219.9,26.5,17.9,3.0,449.0,02-01-1976
5378,3,109.3,91.8,27.1,16.8,3.0,449.0,03-01-1977
5379,4,4.1,2.6,26.0,15.7,2.0,449.0,04-01-1966
5380,5,0.0,0.0,25.2,11.3,2.0,449.0,05-01-1975
5381,6,0.0,0.0,25.5,11.0,1.0,449.0,06-01-1990
5382,7,0.0,0.0,23.3,7.6,2.0,449.0,07-01-1976
5383,8,0.0,0.0,25.5,9.9,2.0,449.0,08-01-1978
5384,9,2.5,7.6,31.0,14.4,1.0,449.0,09-01-1980
5385,10,23.4,22.2,33.2,17.6,3.0,449.0,10-01-1972
5386,11,174.0,241.6,30.0,18.2,3.0,449.0,11-01-1983
5387,12,355.5,260.0,26.0,17.2,3.0,449.0,12-01-1964
5388,1,302.0,138.5,27.7,16.4,3.0,450.0,01-01-1986
5389,2,143.3,40.7,27.6,17.5,1.0,450.0,02-01-1982
5390,3,218.7,179.3,28.5,16.8,3.0,450.0,03-01-1978
5391,4,31.8,22.3,26.3,15.1,2.0,450.0,04-01-1967
5392,5,0.0,0.0,26.0,10.4,2.0,450.0,05-01-1962
5393,6,0.0,0.0,21.9,7.1,2.0,450.0,06-01-1963
5394,7,0.0,0.0,23.3,7.6,2.0,450.0,07-01-1961
5395,8,0.0,0.0,27.5,11.2,1.0,450.0,08-01-1981
5396,9,21.2,19.2,30.1,15.3,2.0,450.0,09-01-1970
5397,10,16.6,14.0,33.2,17.6,2.0,450.0,10-01-1966
5398,11,150.7,35.1,31.3,18.4,3.0,450.0,11-01-1988
5399,12,270.5,159.2,26.0,17.2,3.0,450.0,12-01-1975
5400,1,235.5,237.9,26.3,17.8,1.0,451.0,01-01-1982
5401,2,259.9,165.4,26.5,17.9,3.0,451.0,02-01-1966
5402,3,109.3,91.8,27.1,16.8,3.0,451.0,03-01-1977
5403,4,4.0,5.4,26.0,13.7,2.0,451.0,04-01-1987
5404,5,0.0,0.0,28.4,12.8,1.0,451.0,05-01-1990
5405,6,0.0,0.0,26.0,10.6,2.0,451.0,06-01-1978
5406,7,0.0,0.0,22.7,9.6,2.0,451.0,07-01-1988
5407,8,0.0,0.0,26.1,10.1,2.0,451.0,08-01-1978
5408,9,54.5,20.8,28.9,13.3,2.0,451.0,09-01-1976
5409,10,139.8,97.1,27.9,16.9,1.0,451.0,10-01-1982
5410,11,135.2,128.9,29.6,15.8,3.0,451.0,11-01-1964
5411,12,194.8,227.5,27.7,17.8,3.0,451.0,12-01-1984
5412,1,214.8,286.6,28.6,16.9,3.0,452.0,01-01-1974
5413,2,287.2,203.7,27.9,17.1,3.0,452.0,02-01-1962
5414,3,84.1,78.3,28.0,15.3,3.0,452.0,03-01-1972
5415,4,0.0,0.0,26.0,15.7,2.0,452.0,04-01-1964
5416,5,0.0,0.0,26.0,10.4,1.0,452.0,05-01-1980
5417,6,0.0,0.0,26.0,10.6,2.0,452.0,06-01-1965
5418,7,0.0,0.0,24.5,8.7,2.0,452.0,07-01-1974
5419,8,2.3,0.0,26.1,10.1,2.0,452.0,08-01-1970
5420,9,0.0,0.0,29.7,13.9,2.0,452.0,09-01-1978
5421,10,121.7,47.6,31.2,16.2,1.0,452.0,10-01-1985
5422,11,469.7,109.9,31.3,18.4,2.0,452.0,11-01-1971
5423,12,227.9,222.2,30.2,17.3,3.0,452.0,12-01-1989
5424,1,324.0,279.1,26.3,17.8,3.0,453.0,01-01-1971
5425,2,223.2,218.5,27.6,17.5,3.0,453.0,02-01-1963
5426,3,207.5,50.5,27.1,16.8,1.0,453.0,03-01-1985
5427,4,4.3,4.6,26.0,13.5,2.0,453.0,04-01-1973
5428,5,0.0,0.0,25.6,11.1,2.0,453.0,05-01-1969
5429,6,0.0,0.0,21.9,7.1,2.0,453.0,06-01-1962
5430,7,0.0,3.5,22.7,9.6,2.0,453.0,07-01-1977
5431,8,0.0,0.0,27.5,11.2,2.0,453.0,08-01-1978
5432,9,16.7,11.8,30.1,15.3,2.0,453.0,09-01-1979
5433,10,23.4,22.2,33.2,17.6,3.0,453.0,10-01-1972
5434,11,98.9,76.1,31.2,17.4,1.0,453.0,11-01-1981
5435,12,148.1,286.3,30.2,17.3,3.0,453.0,12-01-1973
5436,1,260.6,165.3,27.7,16.4,1.0,454.0,01-01-1980
5437,2,259.9,165.4,26.5,17.9,3.0,454.0,02-01-1966
5438,3,207.5,50.5,27.1,16.8,1.0,454.0,03-01-1985
5439,4,0.3,0.4,26.0,13.7,2.0,454.0,04-01-1979
5440,5,0.0,1.4,28.4,12.8,2.0,454.0,05-01-1978
5441,6,0.0,0.0,21.5,7.1,1.0,454.0,06-01-1980
5442,7,0.0,0.0,24.5,8.7,2.0,454.0,07-01-1972
5443,8,0.0,0.0,26.7,8.9,2.0,454.0,08-01-1989
5444,9,62.1,24.3,28.9,13.3,1.0,454.0,09-01-1990
5445,10,62.0,15.6,33.2,17.6,2.0,454.0,10-01-1975
5446,11,184.1,140.0,31.2,17.4,3.0,454.0,11-01-1969
5447,12,139.4,208.1,30.2,17.3,1.0,454.0,12-01-1981
5448,1,350.7,269.5,27.0,17.0,2.0,455.0,01-01-1989
5449,2,116.0,78.1,27.6,17.5,3.0,455.0,02-01-1973
5450,3,109.3,91.8,28.5,16.8,3.0,455.0,03-01-1977
5451,4,31.8,22.3,26.3,15.1,2.0,455.0,04-01-1967
5452,5,0.0,1.4,25.6,11.1,2.0,455.0,05-01-1978
5453,6,0.0,0.0,23.9,7.7,2.0,455.0,06-01-1989
5454,7,0.0,0.0,24.5,8.7,2.0,455.0,07-01-1983
5455,8,0.0,0.0,25.5,9.9,2.0,455.0,08-01-1967
5456,9,0.0,0.0,29.8,14.3,2.0,455.0,09-01-1978
5457,10,32.6,15.6,33.2,17.6,1.0,455.0,10-01-1990
5458,11,249.5,98.5,30.0,18.2,3.0,455.0,11-01-1987
5459,12,268.4,185.5,27.7,17.8,3.0,455.0,12-01-1987
5460,1,157.4,199.6,28.6,16.9,3.0,456.0,01-01-1983
5461,2,288.9,310.8,27.9,17.1,3.0,456.0,02-01-1977
5462,3,179.3,26.2,26.7,16.9,3.0,456.0,03-01-1989
5463,4,4.3,4.6,26.0,15.7,2.0,456.0,04-01-1973
5464,5,1.5,0.4,23.6,10.9,2.0,456.0,05-01-1987
5465,6,0.0,0.0,25.5,11.0,2.0,456.0,06-01-1975
5466,7,0.0,0.0,24.5,8.7,2.0,456.0,07-01-1978
5467,8,0.0,0.0,25.5,9.9,2.0,456.0,08-01-1989
5468,9,11.6,11.0,30.1,15.3,2.0,456.0,09-01-1977
5469,10,126.2,97.8,29.0,14.5,2.0,456.0,10-01-1988
5470,11,140.2,71.4,31.2,18.1,1.0,456.0,11-01-1990
5471,12,277.1,218.3,26.0,17.2,1.0,456.0,12-01-1985
5472,1,85.4,214.4,28.6,16.9,2.0,457.0,01-01-1984
5473,2,287.2,203.7,27.6,17.5,3.0,457.0,02-01-1962
5474,3,72.1,30.9,28.5,16.8,3.0,457.0,03-01-1974
5475,4,0.0,0.0,26.0,15.7,2.0,457.0,04-01-1984
5476,5,0.0,0.0,24.6,10.2,2.0,457.0,05-01-1967
5477,6,0.0,0.0,23.9,7.7,2.0,457.0,06-01-1965
5478,7,0.0,0.0,22.7,9.6,2.0,457.0,07-01-1962
5479,8,0.0,0.0,25.5,9.9,2.0,457.0,08-01-1967
5480,9,62.1,24.3,28.9,13.3,1.0,457.0,09-01-1990
5481,10,26.3,89.7,27.9,16.9,3.0,457.0,10-01-1974
5482,11,181.2,130.6,31.2,17.4,3.0,457.0,11-01-1976
5483,12,299.4,203.3,30.2,17.3,2.0,457.0,12-01-1969
5484,1,311.1,188.0,27.0,17.0,3.0,458.0,01-01-1976
5485,2,266.0,209.1,26.8,17.2,3.0,458.0,02-01-1961
5486,3,165.3,75.0,27.5,16.6,3.0,458.0,03-01-1979
5487,4,20.4,0.0,26.0,17.0,1.0,458.0,04-01-1980
5488,5,0.0,0.0,23.6,10.9,1.0,458.0,05-01-1981
5489,6,0.0,0.0,25.5,11.0,1.0,458.0,06-01-1990
5490,7,0.0,0.0,24.5,8.7,2.0,458.0,07-01-1988
5491,8,0.0,0.0,26.7,8.9,1.0,458.0,08-01-1986
5492,9,7.8,0.0,31.0,14.4,2.0,458.0,09-01-1975
5493,10,110.7,54.9,27.9,16.9,3.0,458.0,10-01-1965
5494,11,110.0,58.9,30.0,18.2,3.0,458.0,11-01-1989
5495,12,232.8,233.0,26.0,17.0,3.0,458.0,12-01-1983
5496,1,157.4,199.6,26.3,17.8,3.0,459.0,01-01-1983
5497,2,195.2,227.8,27.0,14.9,3.0,459.0,02-01-1978
5498,3,337.2,156.7,28.5,16.8,3.0,459.0,03-01-1969
5499,4,1.0,1.1,26.0,13.5,2.0,459.0,04-01-1988
5500,5,0.0,0.0,28.4,12.8,2.0,459.0,05-01-1975
5501,6,0.0,0.0,23.9,7.7,2.0,459.0,06-01-1962
5502,7,0.0,0.0,23.3,7.6,2.0,459.0,07-01-1979
5503,8,0.0,0.0,26.1,10.1,1.0,459.0,08-01-1990
5504,9,62.1,24.3,28.9,13.3,1.0,459.0,09-01-1990
5505,10,121.7,47.6,31.2,16.2,1.0,459.0,10-01-1985
5506,11,212.7,204.5,31.2,18.1,3.0,459.0,11-01-1974
5507,12,227.9,222.2,26.0,17.2,3.0,459.0,12-01-1989
5508,1,157.4,199.6,27.7,16.4,3.0,460.0,01-01-1983
5509,2,229.6,219.9,26.8,17.2,3.0,460.0,02-01-1976
5510,3,187.3,97.6,27.5,16.6,3.0,460.0,03-01-1961
5511,4,4.1,2.6,26.0,13.5,2.0,460.0,04-01-1966
5512,5,0.0,0.0,25.2,11.3,2.0,460.0,05-01-1962
5513,6,0.0,0.0,21.9,7.1,2.0,460.0,06-01-1966
5514,7,0.0,0.0,22.4,8.5,1.0,460.0,07-01-1980
5515,8,2.3,0.0,27.5,11.2,2.0,460.0,08-01-1971
5516,9,54.5,20.8,28.9,13.3,2.0,460.0,09-01-1976
5517,10,189.4,95.6,29.6,16.8,1.0,460.0,10-01-1986
5518,11,332.5,195.9,31.2,17.4,3.0,460.0,11-01-1977
5519,12,194.8,227.5,26.0,17.2,3.0,460.0,12-01-1984
5520,1,157.4,199.6,27.0,17.0,3.0,461.0,01-01-1983
5521,2,169.1,320.7,27.6,17.5,3.0,461.0,02-01-1974
5522,3,34.7,51.5,27.1,16.8,2.0,461.0,03-01-1983
5523,4,1.0,1.1,26.0,17.0,2.0,461.0,04-01-1988
5524,5,0.0,0.0,24.6,10.2,1.0,461.0,05-01-1982
5525,6,0.0,0.0,26.0,10.6,2.0,461.0,06-01-1976
5526,7,0.0,0.0,24.9,9.4,2.0,461.0,07-01-1978
5527,8,27.2,17.3,27.2,11.5,3.0,461.0,08-01-1966
5528,9,50.3,13.5,30.1,15.3,2.0,461.0,09-01-1972
5529,10,114.0,48.2,31.2,16.2,2.0,461.0,10-01-1967
5530,11,150.7,35.1,31.2,17.4,3.0,461.0,11-01-1988
5531,12,139.4,208.1,30.2,17.3,1.0,461.0,12-01-1981
5532,1,296.3,316.4,28.6,16.9,3.0,462.0,01-01-1966
5533,2,124.1,20.4,26.8,17.2,2.0,462.0,02-01-1970
5534,3,218.7,179.3,28.0,15.3,3.0,462.0,03-01-1978
5535,4,16.0,1.4,26.0,13.7,1.0,462.0,04-01-1981
5536,5,0.0,0.0,28.4,12.8,1.0,462.0,05-01-1990
5537,6,0.0,0.0,21.5,7.1,2.0,462.0,06-01-1977
5538,7,0.0,0.0,24.5,8.7,2.0,462.0,07-01-1962
5539,8,0.0,2.8,26.1,10.1,2.0,462.0,08-01-1964
5540,9,5.5,23.2,28.9,13.3,2.0,462.0,09-01-1989
5541,10,119.7,96.1,29.0,14.5,1.0,462.0,10-01-1980
5542,11,189.8,162.2,31.2,18.1,3.0,462.0,11-01-1984
5543,12,227.9,222.2,27.7,17.8,3.0,462.0,12-01-1989
5544,1,217.4,177.8,27.7,16.4,3.0,463.0,01-01-1965
5545,2,81.8,51.5,26.8,17.2,3.0,463.0,02-01-1983
5546,3,207.5,50.5,27.1,16.8,1.0,463.0,03-01-1985
5547,4,13.2,4.5,26.0,13.7,2.0,463.0,04-01-1983
5548,5,0.0,0.0,25.2,11.3,2.0,463.0,05-01-1972
5549,6,0.0,0.0,26.0,10.6,2.0,463.0,06-01-1975
5550,7,0.0,0.0,24.7,8.2,1.0,463.0,07-01-1985
5551,8,8.1,2.0,26.7,8.9,2.0,463.0,08-01-1972
5552,9,0.0,2.3,31.0,14.4,2.0,463.0,09-01-1962
5553,10,146.4,97.8,29.6,16.8,2.0,463.0,10-01-1963
5554,11,310.4,232.5,31.2,17.4,3.0,463.0,11-01-1963
5555,12,130.1,114.9,27.7,17.8,3.0,463.0,12-01-1982
5556,1,235.5,237.9,26.3,17.8,1.0,464.0,01-01-1982
5557,2,112.2,194.3,27.9,17.1,3.0,464.0,02-01-1989
5558,3,155.5,86.3,28.0,15.3,2.0,464.0,03-01-1975
5559,4,4.0,5.4,26.0,15.7,2.0,464.0,04-01-1987
5560,5,0.0,0.0,28.4,12.8,2.0,464.0,05-01-1979
5561,6,0.0,0.0,21.5,7.1,2.0,464.0,06-01-1968
5562,7,0.0,3.5,24.7,8.2,2.0,464.0,07-01-1977
5563,8,0.0,0.0,23.0,9.0,2.0,464.0,08-01-1963
5564,9,0.0,0.0,30.5,15.3,2.0,464.0,09-01-1978
5565,10,110.7,54.9,31.1,15.9,3.0,464.0,10-01-1965
5566,11,249.5,98.5,31.3,18.4,3.0,464.0,11-01-1987
5567,12,156.5,142.5,27.7,17.8,3.0,464.0,12-01-1965
5568,1,106.7,102.0,28.6,16.9,3.0,465.0,01-01-1972
5569,2,281.6,272.9,26.5,17.9,1.0,465.0,02-01-1981
5570,3,10.7,43.7,27.5,16.6,2.0,465.0,03-01-1965
5571,4,31.8,22.3,26.3,15.1,2.0,465.0,04-01-1967
5572,5,0.0,0.0,23.6,10.9,1.0,465.0,05-01-1981
5573,6,0.0,0.0,26.0,10.6,1.0,465.0,06-01-1982
5574,7,0.0,0.0,22.7,9.6,2.0,465.0,07-01-1983
5575,8,0.0,0.0,23.0,9.0,1.0,465.0,08-01-1980
5576,9,0.0,0.0,29.7,13.9,2.0,465.0,09-01-1974
5577,10,16.6,14.0,33.2,17.6,2.0,465.0,10-01-1966
5578,11,202.6,166.5,31.3,18.4,3.0,465.0,11-01-1965
5579,12,243.9,208.6,30.2,17.3,2.0,465.0,12-01-1968
5580,1,350.7,269.5,27.0,17.0,2.0,466.0,01-01-1989
5581,2,169.1,320.7,26.8,17.2,3.0,466.0,02-01-1974
5582,3,10.9,1.3,28.0,15.3,3.0,466.0,03-01-1964
5583,4,41.0,4.9,26.0,15.7,2.0,466.0,04-01-1972
5584,5,0.0,0.0,24.6,10.2,2.0,466.0,05-01-1968
5585,6,0.0,0.0,21.5,7.1,2.0,466.0,06-01-1969
5586,7,0.0,0.0,24.7,8.2,2.0,466.0,07-01-1974
5587,8,0.0,0.0,26.1,10.1,1.0,466.0,08-01-1990
5588,9,54.5,20.8,28.9,13.3,2.0,466.0,09-01-1976
5589,10,74.1,124.6,29.6,16.8,3.0,466.0,10-01-1961
5590,11,140.2,71.4,31.2,18.1,1.0,466.0,11-01-1990
5591,12,130.2,111.6,26.0,17.0,3.0,466.0,12-01-1979
5592,1,268.5,253.1,26.3,17.8,3.0,467.0,01-01-1967
5593,2,193.9,181.1,26.8,17.2,3.0,467.0,02-01-1968
5594,3,47.4,88.8,28.0,15.3,1.0,467.0,03-01-1982
5595,4,12.4,10.1,27.3,15.8,3.0,467.0,04-01-1963
5596,5,0.0,0.0,28.4,12.8,2.0,467.0,05-01-1973
5597,6,0.0,0.0,25.5,11.0,2.0,467.0,06-01-1983
5598,7,0.0,0.0,24.7,8.2,2.0,467.0,07-01-1974
5599,8,0.0,0.0,25.5,9.9,2.0,467.0,08-01-1969
5600,9,25.2,13.5,30.1,15.3,1.0,467.0,09-01-1986
5601,10,93.4,57.9,33.2,17.6,3.0,467.0,10-01-1976
5602,11,469.7,109.9,31.3,18.4,2.0,467.0,11-01-1971
5603,12,268.4,185.5,27.7,17.8,3.0,467.0,12-01-1987
5604,1,302.9,219.1,28.6,16.9,1.0,468.0,01-01-1985
5605,2,190.8,123.8,27.9,17.1,3.0,468.0,02-01-1969
5606,3,53.4,54.8,27.1,16.8,2.0,468.0,03-01-1966
5607,4,23.1,14.2,26.0,13.7,3.0,468.0,04-01-1974
5608,5,0.0,0.0,28.4,12.8,2.0,468.0,05-01-1989
5609,6,0.0,0.0,23.9,7.7,2.0,468.0,06-01-1972
5610,7,0.0,0.0,24.9,9.4,2.0,468.0,07-01-1969
5611,8,0.0,0.0,25.5,9.9,2.0,468.0,08-01-1974
5612,9,5.5,23.2,28.9,13.3,2.0,468.0,09-01-1989
5613,10,73.5,41.1,31.2,16.2,2.0,468.0,10-01-1989
5614,11,266.2,140.1,31.2,18.1,3.0,468.0,11-01-1970
5615,12,148.1,286.3,30.2,17.3,3.0,468.0,12-01-1973
5616,1,216.0,143.3,27.7,16.4,3.0,469.0,01-01-1988
5617,2,193.9,181.1,26.8,17.2,3.0,469.0,02-01-1968
5618,3,155.5,86.3,28.0,15.3,2.0,469.0,03-01-1975
5619,4,4.1,2.6,26.0,17.0,2.0,469.0,04-01-1966
5620,5,0.0,0.0,26.0,10.4,2.0,469.0,05-01-1976
5621,6,0.0,0.0,23.9,7.7,2.0,469.0,06-01-1969
5622,7,0.0,0.0,24.9,9.4,2.0,469.0,07-01-1972
5623,8,0.0,7.3,26.1,10.1,2.0,469.0,08-01-1988
5624,9,7.8,0.0,29.7,13.9,1.0,469.0,09-01-1981
5625,10,32.6,15.6,33.2,17.6,1.0,469.0,10-01-1990
5626,11,310.4,232.5,31.3,18.4,3.0,469.0,11-01-1963
5627,12,268.4,185.5,26.0,17.0,3.0,469.0,12-01-1987
5628,1,325.2,194.5,27.0,17.0,3.0,470.0,01-01-1964
5629,2,81.8,51.5,26.5,17.9,3.0,470.0,02-01-1983
5630,3,182.5,92.3,26.7,16.9,3.0,470.0,03-01-1988
5631,4,0.0,5.3,26.0,17.0,2.0,470.0,04-01-1989
5632,5,0.0,1.4,25.2,11.3,2.0,470.0,05-01-1978
5633,6,0.0,0.0,25.5,11.0,2.0,470.0,06-01-1969
5634,7,0.0,0.0,22.7,9.6,1.0,470.0,07-01-1982
5635,8,7.0,0.0,25.5,9.9,1.0,470.0,08-01-1985
5636,9,50.3,13.5,30.1,15.3,2.0,470.0,09-01-1972
5637,10,16.6,14.0,33.2,17.6,2.0,470.0,10-01-1966
5638,11,150.7,35.1,30.0,18.2,3.0,470.0,11-01-1988
5639,12,126.1,40.9,27.7,17.8,3.0,470.0,12-01-1986
5640,1,250.4,228.8,27.0,17.0,3.0,471.0,01-01-1962
5641,2,148.2,103.6,27.0,14.9,1.0,471.0,02-01-1986
5642,3,109.3,91.8,26.7,16.9,3.0,471.0,03-01-1977
5643,4,16.0,1.4,26.0,13.7,1.0,471.0,04-01-1981
5644,5,0.0,0.0,28.4,12.8,2.0,471.0,05-01-1989
5645,6,0.0,0.0,21.9,7.1,2.0,471.0,06-01-1964
5646,7,0.0,0.0,24.5,8.7,2.0,471.0,07-01-1976
5647,8,7.0,0.0,25.5,9.9,1.0,471.0,08-01-1985
5648,9,16.7,11.8,30.1,15.3,2.0,471.0,09-01-1979
5649,10,16.6,14.0,33.2,17.6,2.0,471.0,10-01-1966
5650,11,177.8,100.9,31.3,18.4,2.0,471.0,11-01-1967
5651,12,277.1,218.3,26.0,17.2,1.0,471.0,12-01-1985
5652,1,157.4,199.6,27.0,17.0,3.0,472.0,01-01-1983
